,PARAM INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOUND INFO,,,,,,,,,,,GAP INFO,,,,BB INFO,,,,,,,,ORIG PROB,,,,,,,,,,,,,POST-CUT PROB,,,,,,,,,,DISJ INFO,,,,,,,,,,,,CUT INFO,,,,,,,,,,OBJ INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL INFO,,,,,,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME INFO,,,,,VERSION INFO,,,,,WRAP UP INFO,,,,END
air01_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,6.80E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,6743,6796,6796,6796,1,6796,0,,1,6796,6796,100,,100,100,0,1,0,1,0,0.005,0,0.005,21,461,5,0.5,0.5,18,0,0,0,0,461,0,0.25173,11,0.01656,0.5,0.285742,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,461,461,461,222,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6796,0,6796,0,6796,0,6796,0,6796,0,6796,0,20,0,20,0,20,0,1,0,1,0,1,0,1,0,1,0,1,0,6743,0,6743,0,6743,0,6743,0,6743,0,6743,0,20,0,20,0,20,0,0.005,0,0.005,0,0.005,0,0.003,0,0.003,0,0.003,0,0.005,0,0.005,0,0.005,,,,,,,,,,,,6796,6796,20,1,1,6743,6743,20,0.004802,0.002996,0.005216,0,0,0,0.02,0.03,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,OPTIMAL_SOLUTION_FOUND,Sat Jun 26 14:14:10 2021,0,air01_presolved,DONE
aligninq_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.71E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,2654.736802,2665.203463,2674.43927,2713,181,2661.488675,0,,182,2661.477752,2663.91323,11.588572,,11.569825,15.749955,0,728,0,728,0,3.639,0,3.639,337,1831,182,0.01423,0.48399,1,0,0,0,1,1830,0,0.025484,177,0.00761,0.5,0.360958,22,0,0,2,23,4,2,0,1,0.0085214,3607,1804,2,3605,1,0,1,1,1,182,0,0,919,1826,1798.291,1817,1828,1822.492,184,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,182,181,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2712.999999,0,2712.999999,0,2712.999999,0,2712.999999,0,2712.999999,0,2712.999999,0,54372,0,54372,0,54372,0,728,0,728,0,728,0,17,0,17,0,17,0,2674.25119,0,2674.25119,0,2674.25119,0,2686,0,2686,0,2686,0,2025,0,2025,0,2025,0,0.783,0,0.783,0,0.783,0,3.439,0,3.439,0,3.439,0,3.639,0,3.639,0,3.639,,,,,,,,,,,,2712.999999,2712.999999,54372,728,17,2674.25119,2686,2025,0.783395,3.438804,3.639334,0.02,10.61,0.72,3.7,15.08,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sat Jun 26 14:14:25 2021,15,aligninq_presolved,DONE
app1-1_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-3.00E+00,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-21.29705929,-20.59192535,-6.856845557,-3,35,-20.35176257,0,,10,-20.59192535,-19.63829491,5.166386,,3.85381,9.065743,0,95,0,95,0,0.678,0,0.678,4781,2431,37,0.00019,0.46659,1225,0,0,0,0,1178,1253,0.001537,37,0.00057,0.16802,0.001553,2,1,1,6,2,6,2,0,1,0.0180832,204,254,2,202,1,0,1,1,1,10,3,0,1,63,22.3,8,57,10.343,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,2748,0,2748,0,2748,0,95,0,95,0,95,0,13,0,13,0,13,0,-17.85268943,0,-17.85268943,0,-17.85268943,0,-14.11510529,0,-14.11510529,0,-14.11510529,0,1609,0,1609,0,1609,0,0.499,0,0.499,0,0.499,0,0.678,0,0.678,0,0.678,0,0.678,0,0.678,0,0.678,,,,,,,,,,,,-3,-3,2748,95,13,-17.852689,-14.115105,1609,0.498743,0.677742,0.677962,0.04,0.61,0.01,0.69,1.37,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 14:14:12 2021,1,app1-1_presolved,DONE
app3_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,5.75E+06,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,5627412.288,5630590.382,5757288.468,5751714.329,18,5652779.554,0,,13,5630590.382,5652976.224,20.407763,,2.556751,20.565982,0,42,0,42,0,0.44,0,0.44,370,1392,18,0.03292,0.41657,35,0,0,0,0,76,1316,0.008902,18,0.03292,0.42663,0.017224,13,0,0,13,12,1,2,0,1,0.00314531,1694,1350,2,1692,1,0,1,1,1,13,0,0,266,804,353.692,2,911,361.944,38,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,36,13,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5751714.329,0,5751714.329,0,5751714.329,0,5751714.329,0,5751714.329,0,5751714.329,0,3437,0,3437,0,3437,0,42,0,42,0,42,0,29,0,29,0,29,0,5666941.162,0,5666941.162,0,5666941.162,0,5732953.77,0,5732953.77,0,5732953.77,0,2292,0,2292,0,2292,0,0.32,0,0.32,0,0.32,0,0.435,0,0.435,0,0.435,0,0.44,0,0.44,0,0.44,,,,,,,,,,,,5751714.329,5751714.329,3437,42,29,5666941.162,5732953.77,2292,0.319739,0.43522,0.440478,0.02,0.35,0.01,0.44,0.82,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 14:14:12 2021,1,app3_presolved,DONE
arki001_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,7.58E+06,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,7579621.831,7579664.033,7586951.965,7580813.046,64,7580039.453,0,,39,7579664.033,7580039.828,35.058472,,3.542758,35.089967,0,4436,0,4436,0,8,0,8,693,957,64,0.00539,0.47836,19,0,0,0,93,390,474,0.018308,64,0.00539,0.4872,0.027893,43,3,1,15,42,14,2,0,1,0.00294856,1597,814,2,1595,1,0,1,1,1,39,0,0,39,408,189.692,3,947,344.312,43,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,41,38,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,19,0,0,0,0,0,0,7580917.623,0,7580917.623,0,7580917.623,0,7580420.548,0,7580420.548,0,7580420.548,0,65561,0,65561,0,65561,0,4436,0,4436,0,4436,0,19,0,19,0,19,0,7579955.539,0,7579955.539,0,7579955.539,0,7580189.692,0,7580189.692,0,7580189.692,0,841,0,841,0,841,0,0.344,0,0.344,0,0.344,0,7.999,0,7.999,0,7.999,0,8,0,8,0,8,,,,,,,,,,,,7580917.623,7580420.548,65561,4436,19,7579955.539,7580189.692,841,0.343698,7.998903,7.99971,0.02,0.36,0.03,8.03,8.45,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 14:14:20 2021,8,arki001_presolved,DONE
assign1-5-8_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.12E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,183.362555,184.1101139,184.254629,212,114,185.2580049,0,,24,184.0916153,185.2809953,6.618782,,2.545829,6.699062,0,3269604,0,3269604,0,3600,0,3600,161,156,114,0.03176,0.42319,31,0,0,0,0,130,26,0.134775,110,0.00654,0.43693,0.242897,25,0,0,5,32,3,2,0,1,0.0552252,217,124,2,215,1,0,1,1,1,24,0,0,145,154,151.042,130,153,147.211,58,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,56,22,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,211.999998,0,211.999998,0,211.999998,0,198.2473462,0,198.2473462,0,198.2473462,0,44358437,0,44358437,0,44358437,0,3269604,0,3269604,0,3269604,0,17,0,17,0,17,0,184.106178,0,184.106178,0,184.106178,0,185.3034897,0,185.3034897,0,185.3034897,0,601,0,601,0,601,0,0.171,0,0.171,0,0.171,0,3126.266,0,3126.266,0,3126.266,0,3600,0,3600,0,3600,,,,,,,,,,,,211.999998,198.2473462,44358437,3269604,17,184.106178,185.30349,601,0.171079,3126.26575,3600.000204,0.01,0.15,0.01,3609.27,3609.45,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 15:14:14 2021,3602,assign1-5-8_presolved,DONE
b-ball_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-1.50E+00,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-1.818181818,-1.818181818,-1.818181818,-1.5,14,-1.705882353,0,,0,,-1.705882353,35.294118,,0,35.294118,0,0,0,0,0,0,0,0,19,89,14,0.18182,0.45455,8,0,0,0,0,88,1,0.110585,14,0.18182,0.45455,0.110585,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,NO_CUTS_LIKELY,Sat Jun 26 14:14:14 2021,0,b-ball_presolved,DONE
b1c1s1_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.45E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,4592.504859,4597.254859,6084.888193,24544.25,240,9182.59171,0,,6,4597.254859,9182.59171,23.005942,,0.023807,23.005942,0,38722,0,38722,0,3600.001,0,3600.001,2520,2651,247,0.00278,0.49167,1093,0,0,0,0,288,2363,0.001293,246,0.00278,0.49167,0.001315,198,2,1,6,198,2,2,0,1,0.0218402,464,493,2,462,1,0,1,1,1,6,0,0,18,44,28.167,6,40,10.054,9,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24544.25,0,24544.25,0,24544.25,0,23704.63495,0,23704.63495,0,23704.63495,0,12748734,0,12748734,0,12748734,0,38722,0,38722,0,38722,0,33,0,33,0,33,0,10132.93753,0,10132.93753,0,10132.93753,0,19932.86259,0,19932.86259,0,19932.86259,0,12339,0,12339,0,12339,0,3.649,0,3.649,0,3.649,0,1962.252,0,1962.252,0,1962.252,0,3600.001,0,3600.001,0,3600.001,,,,,,,,,,,,24544.25,23704.63495,12748734,38722,33,10132.93753,19932.86259,12339,3.6493,1962.251801,3600.000558,0.02,0.8,0.01,3607.91,3608.75,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 15:14:15 2021,3601,b1c1s1_presolved,DONE
b2c1s1_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.57E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,6108.698687,6112.865353,6830.803131,25687.9,238,9965.403285,0,,8,6112.865353,9965.403285,19.697967,,0.021281,19.697967,0,27098,0,27098,0,3600.001,0,3600.001,2546,2677,245,0.00278,0.45833,1109,0,0,0,0,288,2389,0.001279,244,0.00278,0.45833,0.001307,166,6,1,8,166,6,2,0,1,0.00776007,913,930,2,911,1,0,1,1,1,8,0,0,14,61,27.75,6,102,18.395,9,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25687.91,0,25687.91,0,25687.91,0,24332.13906,0,24332.13906,0,24332.13906,0,9871020,0,9871020,0,9871020,0,27098,0,27098,0,27098,0,33,0,33,0,33,0,10718.98102,0,10718.98102,0,10718.98102,0,20377.54966,0,20377.54966,0,20377.54966,0,16351,0,16351,0,16351,0,4.749,0,4.749,0,4.749,0,1551.72,0,1551.72,0,1551.72,0,3600.001,0,3600.001,0,3600.001,,,,,,,,,,,,25687.91,24332.13906,9871020,27098,33,10718.98102,20377.54966,16351,4.748942,1551.720435,3600.000509,0.03,0.84,0.02,3607.93,3608.83,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 15:14:21 2021,3600,b2c1s1_presolved,DONE
bc_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,7.00E+00,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,4.289050633,4.308844896,4.45993869,7,15,4.352875007,0,,16,4.308843948,4.354076248,2.354318,,0.730125,2.398629,0,7329,0,7329,0,107.954,0,107.954,1877,1275,16,0.00393,0.48422,309,0,0,0,0,483,792,0.090314,17,0.00002,0.47908,0.094218,5,0,0,4,5,1,2,0,1,0.00578539,1706,853,2,1704,1,0,1,1,1,16,0,0,666,740,704.125,851,854,853.733,16,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,14,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,7,0,305776,0,305776,0,305776,0,7329,0,7329,0,7329,0,87,0,87,0,87,0,4.767926586,0,4.767926586,0,4.767926586,0,5.102132719,0,5.102132719,0,5.102132719,0,5142,0,5142,0,5142,0,10.704,0,10.704,0,10.704,0,10.296,0,10.296,0,10.296,0,107.954,0,107.954,0,107.954,,,,,,,,,,,,7,7,305776,7329,87,4.767927,5.102133,5142,10.704083,10.295631,107.954063,1.17,2.04,0.26,108.28,111.84,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sat Jun 26 14:16:17 2021,112,bc_presolved,DONE
bc1_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,3.34E+00,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,2.188776348,2.189979777,2.570522831,3.338362548,5,2.195543505,0,,5,2.189979777,2.197329722,0.58866,,0.104684,0.744039,0,1085,0,1085,0,21.64,0,21.64,1338,1044,5,0.02878,0.46658,309,0,0,0,0,252,792,0.156533,5,0.05713,0.46646,0.15789,1,0,0,3,2,1,2,0,1,0.0133502,1390,695,2,1388,1,0,1,1,1,5,0,0,492,558,544,696,696,696,6,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.338362549,0,3.338362549,0,3.338362549,0,3.338080647,0,3.338080647,0,3.338080647,0,33762,0,33762,0,33762,0,1085,0,1085,0,1085,0,36,0,36,0,36,0,2.540506687,0,2.540506687,0,2.540506687,0,2.722278014,0,2.722278014,0,2.722278014,0,1553,0,1553,0,1553,0,4.317,0,4.317,0,4.317,0,21.563,0,21.563,0,21.563,0,21.64,0,21.64,0,21.64,,,,,,,,,,,,3.338362549,3.338080647,33762,1085,36,2.540507,2.722278,1553,4.317347,21.563158,21.640466,0.43,1.65,0.21,21.78,24.17,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sat Jun 26 14:15:01 2021,24,bc1_presolved,DONE
beasleyC1_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,8.50E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,52,56.25,58.75,85,17,60.25,0,,17,53,60.53125,25,,3.030303,25.852273,0,1,0,1,0,0.293,0,0.293,700,1099,17,0.25,0.5,150,0,0,0,0,550,549,0.002857,21,0.25,0.25,0.004708,15,5,0,15,15,8,2,0,1,0.00849722,738,561,2,736,1,0,1,1,1,17,0,0,65,124,88.941,5,171,74.941,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,0,85,0,85,0,85,0,85,0,2082,0,2082,0,2082,0,1,0,1,0,1,0,32,0,32,0,32,0,69.5892094,0,69.5892094,0,69.5892094,0,83.31565517,0,83.31565517,0,83.31565517,0,2082,0,2082,0,2082,0,0.269,0,0.269,0,0.269,0,0.274,0,0.274,0,0.274,0,0.293,0,0.293,0,0.293,,,,,,,,,,,,85,85,2082,1,32,69.589209,83.315655,2082,0.269387,0.273829,0.293443,0,0.15,0.01,0.3,0.47,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sat Jun 26 14:15:02 2021,1,beasleyC1_presolved,DONE
beasleyC2_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.44E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,47.33333333,48.33333333,51.88888889,144,32,58.33333333,0,,12,48.2295174,58.6611797,11.37931,,0.927087,11.718462,0,107,0,107,0,0.682,0,0.682,680,1072,32,0.11111,0.44444,144,0,0,0,0,536,536,0.002941,40,0.00112,0.49495,0.005159,15,0,0,5,15,2,2,0,1,0.0112708,742,507,2,740,1,0,1,1,1,12,0,0,80,183,140.25,6,179,67.719,14,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,12,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,144,0,144,0,144,0,144,0,144,0,144,0,5569,0,5569,0,5569,0,107,0,107,0,107,0,22,0,22,0,22,0,94.92479214,0,94.92479214,0,94.92479214,0,138.568685,0,138.568685,0,138.568685,0,2631,0,2631,0,2631,0,0.446,0,0.446,0,0.446,0,0.424,0,0.424,0,0.424,0,0.682,0,0.682,0,0.682,,,,,,,,,,,,144,144,5569,107,22,94.924792,138.568685,2631,0.44581,0.423582,0.681571,0.01,0.17,0,0.69,0.88,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 14:15:03 2021,1,beasleyC2_presolved,DONE
beasleyC3_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,7.54E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,237.9878049,241.4756098,242.2195122,754,123,328.9213002,0,,19,239.0163599,328.9213002,17.622354,,0.199328,17.622354,0,534,0,534,0,3.109,0,3.109,790,1220,123,0.0122,0.47561,180,0,0,0,0,610,610,0.002532,131,0.00578,0.44802,0.005064,59,0,0,10,58,1,2,0,1,0.00712425,680,508,2,678,1,0,1,1,1,19,0,0,99,159,134.632,5,206,28.333,22,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,20,19,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,754,0,754,0,754,0,754,0,754,0,754,0,28863,0,28863,0,28863,0,534,0,534,0,534,0,18,0,18,0,18,0,566.2868212,0,566.2868212,0,566.2868212,0,743.4629339,0,743.4629339,0,743.4629339,0,5017,0,5017,0,5017,0,0.647,0,0.647,0,0.647,0,2.169,0,2.169,0,2.169,0,3.109,0,3.109,0,3.109,,,,,,,,,,,,754,754,28863,534,18,566.286821,743.462934,5017,0.647223,2.169273,3.108869,0.01,0.23,0.01,3.12,3.37,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 14:15:06 2021,3,beasleyC3_presolved,DONE
beavma_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,3.83E+05,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,329594.5484,331114.909,338790.8398,383285,39,355495.5004,0,,3,331114.909,356851.552,48.241263,,2.831715,50.766948,0,1,0,1,0,0.051,0,0.051,247,272,40,0.00383,0.49223,74,0,0,0,0,102,170,0.010747,39,0.00383,0.49223,0.010809,28,0,1,3,28,2,2,0,1,0.25,12,11,2,10,1,0,1,1,1,3,0,0,4,5,4.333,5,14,8.103,6,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,383285,0,383285,0,383285,0,383285,0,383285,0,383285,0,356,0,356,0,356,0,1,0,1,0,1,0,10,0,10,0,10,0,370220.0082,0,370220.0082,0,370220.0082,0,383236.358,0,383236.358,0,383236.358,0,356,0,356,0,356,0,0.05,0,0.05,0,0.05,0,0.049,0,0.049,0,0.049,0,0.051,0,0.051,0,0.051,,,,,,,,,,,,383285,383285,356,1,10,370220.0082,383236.358,356,0.049819,0.048882,0.050558,0.01,0.01,0,0.06,0.08,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 14:15:06 2021,0,beavma_presolved,DONE
bell3a_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,8.78E+05,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,869515.1309,871181.7976,872143.1309,878430.316,7,872812.0774,0,,1,871181.7976,872812.0774,36.981245,,18.694695,36.981245,0,11481,0,11481,0,0.977,0,0.977,63,82,7,0.16667,0.33333,0,0,0,0,23,19,40,0.036973,6,0.16667,0.33333,0.036776,7,1,1,1,7,1,2,0,1,0.666667,3,2,2,1,1,0,1,1,1,1,0,0,2,2,2,2,27,5.857,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,878430.316,0,878430.316,0,878430.316,0,878345.5416,0,878345.5416,0,878345.5416,0,22679,0,22679,0,22679,0,11481,0,11481,0,11481,0,5,0,5,0,5,0,872937.7308,0,872937.7308,0,872937.7308,0,873600.9855,0,873600.9855,0,873600.9855,0,53,0,53,0,53,0,0.012,0,0.012,0,0.012,0,0.002,0,0.002,0,0.002,0,0.977,0,0.977,0,0.977,,,,,,,,,,,,878430.316,878345.5416,22679,11481,5,872937.7308,873600.9855,53,0.011941,0.002331,0.976706,0,0,0,0.98,0.99,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 14:15:07 2021,1,bell3a_presolved,DONE
bell3b_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.18E+07,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,11556821.08,11745521.08,11747701.99,11786160.62,24,11628304.11,0,,3,11745521.08,11749586.77,31.169081,,82.279751,84.052531,0,3158,0,3158,0,0.464,0,0.464,73,91,24,0.0487,0.47999,1,0,0,0,27,24,40,0.03372,23,0.0372,0.47999,0.033979,17,0,6,3,19,2,2,0,1,0.136364,22,16,2,20,1,0,1,1,1,3,1,0,1,6,3.667,2,20,3.958,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11786475.98,0,11786475.98,0,11786475.98,0,11785319.68,0,11785319.68,0,11785319.68,0,7552,0,7552,0,7552,0,3158,0,3158,0,3158,0,8,0,8,0,8,0,11754429.61,0,11754429.61,0,11754429.61,0,11774611.53,0,11774611.53,0,11774611.53,0,107,0,107,0,107,0,0.021,0,0.021,0,0.021,0,0.464,0,0.464,0,0.464,0,0.464,0,0.464,0,0.464,,,,,,,,,,,,11786475.98,11785319.68,7552,3158,8,11754429.61,11774611.53,107,0.020655,0.464084,0.464197,0,0.01,0,0.47,0.48,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 14:15:08 2021,1,bell3b_presolved,DONE
