,PARAM INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOUND INFO,,,,,,,,,,,GAP INFO,,,,BB INFO,,,,,,,,ORIG PROB,,,,,,,,,,,,,POST-CUT PROB,,,,,,,,,,DISJ INFO,,,,,,,,,,,,CUT INFO,,,,,,,,,,OBJ INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL INFO,,,,,,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME INFO,,,,,VERSION INFO,,,,,WRAP UP INFO,,,,END
gesa2_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.58E+07,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,25501658.71,25600144.15,25711640.06,25779856.37,43,25568036.65,0,,3,25507917.38,25569359.03,23.859992,,2.249723,24.335329,0,2,0,2,0,0.174,0,0.174,1344,1176,44,0.00264,0.45794,0,0,0,0,168,384,624,0.00315,44,0.00264,0.4046,0.00319,32,0,1,3,33,1,64,0,1,0.00818594,1626,551,64,1562,32,0,4,8,1,3,0,0,14,32,24.667,3,26,9.93,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25780204.24,0,25780204.24,0,25780204.24,0,25778049.18,0,25778049.18,0,25778049.18,0,1081,0,1081,0,1081,0,2,0,2,0,2,0,17,0,17,0,17,0,25696494.06,0,25696494.06,0,25696494.06,0,25776956.98,0,25776956.98,0,25776956.98,0,1071,0,1071,0,1071,0,0.173,0,0.173,0,0.173,0,0.161,0,0.161,0,0.161,0,0.174,0,0.174,0,0.174,,,,,,,,,,,,25780204.24,25778049.18,1081,2,17,25696494.06,25776956.98,1071,0.173297,0.160567,0.174291,0.01,3.36,0,0.19,3.57,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Mon Jun 28 07:18:19 2021,4,gesa2_presolved,DONE
gesa2-o_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.58E+07,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,25490184.45,25535687.86,25713550.49,25779856.37,71,25567634.64,0,,4,25505528.1,25569056.99,26.737208,,5.296905,27.22823,0,980,0,980,0,0.855,0,0.855,1200,1176,73,0.00264,0.41682,72,0,0,0,328,392,456,0.002542,75,0.01499,0.44251,0.002691,50,0,1,3,47,2,64,0,1,0.00912941,1034,432,64,970,32,0,4,11,1,4,0,0,26,100,55.75,9,77,23.282,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25779856.37,0,25779856.37,0,25779856.37,0,25777306.11,0,25777306.11,0,25777306.11,0,8440,0,8440,0,8440,0,980,0,980,0,980,0,16,0,16,0,16,0,25591806.8,0,25591806.8,0,25591806.8,0,25731891.86,0,25731891.86,0,25731891.86,0,903,0,903,0,903,0,0.217,0,0.217,0,0.217,0,0.599,0,0.599,0,0.599,0,0.855,0,0.855,0,0.855,,,,,,,,,,,,25779856.37,25777306.11,8440,980,16,25591806.8,25731891.86,903,0.217065,0.599318,0.854515,0.01,3.04,0,0.87,3.93,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Mon Jun 28 07:18:23 2021,4,gesa2-o_presolved,DONE
neos-3660371-kurow_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.27E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,286.5343834,286.5343834,392.4024554,2270.85,144,290.9678473,0,,18,286.5343834,290.9678473,0.223425,,0,0.223425,0,177893,0,177893,0,835.728,0,835.728,1524,1488,160,0.00324,0.48245,168,0,0,0,138,834,516,0.002093,161,0.01082,0.49015,0.003238,20,0,0,9,20,3,2,0,1,0.083164,553,291,2,551,1,0,1,1,1,18,0,0,140,171,149.056,90,412,229.604,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2270.849989,0,2270.849989,0,2270.849989,0,2270.708261,0,2270.708261,0,2270.708261,0,8587963,0,8587963,0,8587963,0,177893,0,177893,0,177893,0,35,0,35,0,35,0,291.0064718,0,291.0064718,0,291.0064718,0,315.5216667,0,315.5216667,0,315.5216667,0,2780,0,2780,0,2780,0,0.437,0,0.437,0,0.437,0,101.275,0,101.275,0,101.275,0,835.728,0,835.728,0,835.728,,,,,,,,,,,,2270.849989,2270.708261,8587963,177893,35,291.006472,315.521667,2780,0.436675,101.274741,835.727944,0.02,0.54,0.02,837.69,838.28,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 18:06:44 2021,836,neos-3660371-kurow_presolved,DONE
gesa3_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.80E+07,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,27900960.65,27944442.2,28593854.27,27991042.65,58,27907250.54,0,,58,27919041.78,27921378.93,6.98241,,20.071857,22.66633,0,27,0,27,0,0.217,0,0.217,1296,1080,58,0.02681,0.49302,0,0,0,0,168,336,576,0.003419,62,0.00568,0.44579,0.023284,36,0,5,6,29,6,64,0,1,0.0109005,10966,899,64,10902,32,0,3,10,1,58,0,0,451,551,504.517,4,90,33.897,67,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,65,57,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27991430.12,0,27991430.12,0,27991430.12,0,27989016.44,0,27989016.44,0,27989016.44,0,1219,0,1219,0,1219,0,27,0,27,0,27,0,22,0,22,0,22,0,27946610.19,0,27946610.19,0,27946610.19,0,27968850.44,0,27968850.44,0,27968850.44,0,1053,0,1053,0,1053,0,0.202,0,0.202,0,0.202,0,0.213,0,0.213,0,0.213,0,0.217,0,0.217,0,0.217,,,,,,,,,,,,27991430.12,27989016.44,1219,27,22,27946610.19,27968850.44,1053,0.202374,0.213367,0.217003,0.01,20.03,0.05,0.24,20.33,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Mon Jun 28 07:18:43 2021,20,gesa3_presolved,DONE
gesa3_o_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.80E+07,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,27844619.17,27902341.68,27969868.02,27991042.65,98,27909243.72,0,,6,27865317.37,27911103.16,44.135373,,14.135845,45.405279,0,40,0,40,0,0.348,0,0.348,1152,1080,100,0.00237,0.49231,72,0,0,0,309,339,432,0.002787,100,0.00237,0.48578,0.003266,57,0,3,6,56,6,64,0,1,0.0116875,7446,669,64,7382,32,0,3,11,1,6,0,0,7,568,103,9,175,47.459,7,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27991042.65,0,27991042.65,0,27991042.65,0,27988648.97,0,27988648.97,0,27988648.97,0,1141,0,1141,0,1141,0,40,0,40,0,40,0,18,0,18,0,18,0,27939270.95,0,27939270.95,0,27939270.95,0,27966942.34,0,27966942.34,0,27966942.34,0,902,0,902,0,902,0,0.235,0,0.235,0,0.235,0,0.33,0,0.33,0,0.33,0,0.348,0,0.348,0,0.348,,,,,,,,,,,,27991042.65,27988648.97,1141,40,18,27939270.95,27966942.34,902,0.235371,0.33028,0.347606,0.01,3.8,0.01,0.37,4.19,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Mon Jun 28 07:18:31 2021,5,gesa3_o_presolved,DONE
glass4_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.20E+09,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,800002400,800002601.1,2000006001,1200012600,64,800002400,0,,7,800002400,800002400,0,,0,0,0,66612,0,66612,0,50.169,0,50.169,390,316,72,0.01429,0.5,36,0,0,0,0,297,19,0.01463,72,0.01429,0.5,0.014922,64,0,2,7,64,5,64,0,1,0.0213538,738,274,64,674,33,0,2,33,1,7,0,0,7,14,9.857,2,4,2.156,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200012600,0,1200012600,0,1200012600,0,1199937450,0,1199937450,0,1199937450,0,1130725,0,1130725,0,1130725,0,66612,0,66612,0,66612,0,4,0,4,0,4,0,800002400,0,800002400,0,800002400,0,800002400,0,800002400,0,800002400,0,346,0,346,0,346,0,0.068,0,0.068,0,0.068,0,40.325,0,40.325,0,40.325,0,50.169,0,50.169,0,50.169,,,,,,,,,,,,1200012600,1199937450,1130725,66612,4,800002400,800002400,346,0.067924,40.325293,50.169459,0,0.44,0,50.3,50.75,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Mon Jun 28 07:19:21 2021,50,glass4_presolved,DONE
gmu-35-40_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-2.41E+06,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-2406943.556,-2406943.55,-2406854.788,-2406733.369,11,-2406943.4,0,,4,-2406943.553,-2406943.4,0.07416,,0.001678,0.07416,0,464011,0,464011,0,625.26,0,625.26,357,652,11,0.05004,0.38932,88,0,0,0,0,647,5,0.017799,17,0.0307,0.4891,0.021302,8,0,0,1,8,0,64,0,1,0.00980567,20315,554,64,20251,32,0,2,14,1,4,0,0,210,225,217.75,208,560,406.818,24,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,22,3,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,-2406597.7,0,-2406597.7,0,-2406597.7,0,-2406838.356,0,-2406838.356,0,-2406838.356,0,6387415,0,6387415,0,6387415,0,464011,0,464011,0,464011,0,5,0,5,0,5,0,-2406933.89,0,-2406933.89,0,-2406933.89,0,-2406923.999,0,-2406923.999,0,-2406923.999,0,671,0,671,0,671,0,0.08,0,0.08,0,0.08,0,101.45,0,101.45,0,101.45,0,625.26,0,625.26,0,625.26,,,,,,,,,,,,-2406597.7,-2406838.356,6387415,464011,5,-2406933.89,-2406923.999,671,0.079857,101.450131,625.260065,0.01,9.19,0.01,626.86,636.07,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Mon Jun 28 07:29:18 2021,635,gmu-35-40_presolved,DONE
gmu-35-50_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-2.61E+06,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-2608070.316,-2608070.313,-2608045.423,-2607958.33,17,-2608070.312,0,,17,-2608070.313,-2608070.311,0.003213,,0.002163,0.004501,0,353029,0,353029,0,674.005,0,674.005,358,953,17,0.03529,0.45664,89,0,0,0,0,948,5,0.021892,26,0.03529,0.44537,0.057729,10,0,0,7,5,1,64,0,1,0.00690787,33481,850,64,33417,32,0,4,13,1,17,0,0,768,787,774.235,533,787,644.353,20,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,18,15,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2607832.891,0,-2607832.891,0,-2607832.891,0,-2608055.126,0,-2608055.126,0,-2608055.126,0,4867738,0,4867738,0,4867738,0,353029,0,353029,0,353029,0,5,0,5,0,5,0,-2608070.309,0,-2608070.309,0,-2608070.309,0,-2608070.308,0,-2608070.308,0,-2608070.308,0,851,0,851,0,851,0,0.137,0,0.137,0,0.137,0,673.962,0,673.962,0,673.962,0,674.005,0,674.005,0,674.005,,,,,,,,,,,,-2607832.891,-2608055.126,4867738,353029,5,-2608070.309,-2608070.308,851,0.137076,673.961882,674.004795,0.02,10.17,0.01,675.79,686,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Mon Jun 28 07:30:46 2021,685,gmu-35-50_presolved,DONE
go19_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,8.40E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,76.53022244,77.6943072,78.24440656,84,354,76.67972227,0,,357,77.684938,77.684938,2.001396,,15.4585,15.4585,0,583481,0,583481,0,3600,0,3600,361,361,357,0.00503,0.4827,0,0,0,0,0,361,0,0.013267,340,0.00439,0.49416,0.503885,4,0,0,17,0,17,64,0,1,0.101769,22676,361,64,22612,32,0,5,8,1,357,0,0,361,361,361,361,361,361,366,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,365,356,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,84,0,84,0,84,0,82,0,82,0,82,0,69258418,0,69258418,0,69258418,0,583481,0,583481,0,583481,0,12,0,12,0,12,0,77.66593945,0,77.66593945,0,77.66593945,0,77.68768654,0,77.68768654,0,77.68768654,0,1673,0,1673,0,1673,0,0.323,0,0.323,0,0.323,0,0.971,0,0.971,0,0.971,0,3600,0,3600,0,3600,,,,,,,,,,,,84,82,69258418,583481,12,77.665939,77.687687,1673,0.322746,0.970685,3600.000147,0.03,1426.52,0.41,3609.68,5036.65,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Mon Jun 28 08:43:29 2021,5028,go19_presolved,DONE
gr4x6_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.02E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,185.55,202.35,202.35,202.35,5,193.2515873,0,,1,202.35,202.35,45.842782,,100,100,0,1,0,1,0,0.006,0,0.006,34,48,5,0.33333,0.5,10,0,0,0,0,24,24,0.058824,6,0.13214,0.39641,0.085714,4,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,48,48,48,14,22,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.35,0,202.35,0,202.35,0,202.35,0,202.35,0,202.35,0,77,0,77,0,77,0,1,0,1,0,1,0,5,0,5,0,5,0,198.05,0,198.05,0,198.05,0,202.35,0,202.35,0,202.35,0,77,0,77,0,77,0,0.005,0,0.005,0,0.005,0,0.006,0,0.006,0,0.006,0,0.006,0,0.006,0,0.006,,,,,,,,,,,,202.35,202.35,77,1,5,198.05,202.35,77,0.005356,0.005593,0.005656,0,0.01,0,0.02,0.03,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,OPTIMAL_SOLUTION_FOUND,Mon Jun 28 07:24:21 2021,0,gr4x6_presolved,DONE
graph20-20-1rand_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-9.00E+00,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-36,-36,-30,-9,416,-36,0,,0,,-36,0,,0,0,0,0,0,0,0,0,0,0,4810,1924,534,0.00121,0.33333,0,0,0,0,0,1924,0,0.001831,534,0.00121,0.33333,0.001831,52,0,0,0,52,0,64,0,1,0.17281,118090,1924,64,118026,34,0,2,34,1,0,0,0,0,0,0,39,1468,1079.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.08,1090.07,0.07,0,1090.46,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,PRLP_TIME_LIMIT,Mon Jun 28 07:42:31 2021,1090,graph20-20-1rand_presolved,DONE
graphdraw-domain_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.97E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,12672,12672,13026.75,19686,100,12672,0,,0,,12672,0,,0,0,0,0,0,0,0,0,0,0,865,254,100,0.14286,0.5,45,0,0,0,20,180,54,0.012134,100,0.14286,0.5,0.012134,94,0,0,0,94,0,64,0,1,0.0461838,2550,173,64,2486,39,0,4,9,1,0,0,0,0,0,0,1,10,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0.77,0,0,0.77,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,PRLP_INFEASIBLE,Mon Jun 28 07:29:19 2021,1,graphdraw-domain_presolved,DONE
graphdraw-gemcutter_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,7.12E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,4310,4310,5418.763158,7118.5,66,4310,0,,58,4310,4310,0,,0,0,0,40672,0,40672,0,27.63,0,27.63,474,166,66,0.17742,0.5,28,0,0,0,16,112,38,0.018809,69,0.00693,0.5,0.063027,40,9,0,3,40,2,64,0,1,0.0529084,2436,139,64,2372,34,0,2,17,1,58,0,0,59,82,70.448,1,55,15.515,133,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,132,57,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1,0,0,0,0,7118.5,0,7118.5,0,7118.5,0,7117.944444,0,7117.944444,0,7117.944444,0,838078,0,838078,0,838078,0,40672,0,40672,0,40672,0,19,0,19,0,19,0,4364.709677,0,4364.709677,0,4364.709677,0,4497.028966,0,4497.028966,0,4497.028966,0,1991,0,1991,0,1991,0,0.126,0,0.126,0,0.126,0,8.671,0,8.671,0,8.671,0,27.63,0,27.63,0,27.63,,,,,,,,,,,,7118.5,7117.944444,838078,40672,19,4364.709677,4497.028966,1991,0.125578,8.671391,27.630225,0,1.97,0,27.72,29.7,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Mon Jun 28 07:29:49 2021,30,graphdraw-gemcutter_presolved,DONE
neos-3661949-lesse_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,6.89E+08,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,689000000,'-inf','-inf',688995225,0,,0,,0,,689000000,0,,0,0,0,0,0,0,0,0,0,0,340,2555,0,1,0,200,0,0,0,120,2435,0,0.008167,0,1,0,0.008167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.01,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,NO_DISJUNCTION,Sat Jun 26 17:53:54 2021,0,neos-3661949-lesse_presolved,DONE
gsvm2rl3_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,3.37E-01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,0.012,0.072827586,0.11061624,0.33652753,31,0.032275862,0,,31,0.026872735,0.044029111,6.24781,,4.582889,9.869459,0,10270,0,10270,0,9.867,0,9.867,180,241,31,0.02,0.02,0,0,0,0,0,60,181,0.092669,33,0.02,0.19404,0.193153,31,0,0,7,29,4,64,0,1,0.0415266,7925,213,64,7861,32,0,5,8,1,31,0,0,176,194,187.161,87,118,99,32,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,30,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336527534,0,0.336527534,0,0.336527534,0,0.336527534,0,0.336527534,0,0.336527534,0,268355,0,268355,0,268355,0,10270,0,10270,0,10270,0,16,0,16,0,16,0,0.049935484,0,0.049935484,0,0.049935484,0,0.104251308,0,0.104251308,0,0.104251308,0,582,0,582,0,582,0,0.106,0,0.106,0,0.106,0,0.227,0,0.227,0,0.227,0,9.867,0,9.867,0,9.867,,,,,,,,,,,,0.336527534,0.336527534,268355,10270,16,0.049935,0.104251,582,0.106221,0.227045,9.866869,0.01,3.43,0.01,9.89,13.35,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Mon Jun 28 07:30:02 2021,13,gsvm2rl3_presolved,DONE
gsvm2rl5_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,5.42E+00,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,0.2,0.817373737,1.090909091,5.423053525,55,0.417777778,0,,55,0.548697137,0.759768679,4.169549,,6.676116,10.717269,0,580414,0,580414,0,3600.001,0,3600.001,300,401,55,0.02,0.02,0,0,0,0,0,100,301,0.088944,61,0.00955,0.41272,0.197668,55,0,0,15,48,13,64,0,1,0.0404896,13163,373,64,13099,32,0,5,8,1,55,0,0,305,328,317.073,149,199,186.891,56,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,54,54,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.423053525,0,5.423053525,0,5.423053525,0,4.005656607,0,4.005656607,0,4.005656607,0,53511132,0,53511132,0,53511132,0,580414,0,580414,0,580414,0,12,0,12,0,12,0,0.466023179,0,0.466023179,0,0.466023179,0,0.637498571,0,0.637498571,0,0.637498571,0,653,0,653,0,653,0,0.338,0,0.338,0,0.338,0,5.761,0,5.761,0,5.761,0,3600.001,0,3600.001,0,3600.001,,,,,,,,,,,,5.423053525,4.005656607,53511132,580414,12,0.466023,0.637499,653,0.337693,5.761417,3600.000679,0.01,24.42,0.06,3609.48,3633.98,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Mon Jun 28 08:30:27 2021,3625,gsvm2rl5_presolved,DONE
gt2_presolved,-1,64,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.12E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,20146.7613,20169.18341,20536.53778,21166,14,21034.14483,0,,3,20158.17084,21034.14483,87.063367,,1.119418,87.063367,0,1,0,1,0,0.008,0,0.008,28,173,14,0.07143,0.46429,8,0,0,0,141,32,0,0.071429,15,0.07143,0.46429,0.107403,10,0,0,2,10,0,64,0,1,0.0281372,4041,158,64,3977,33,0,2,15,1,3,0,0,30,100,76.667,15,173,69.071,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,21166,0,21166,0,21166,0,21166,0,21166,0,21166,0,94,0,94,0,94,0,1,0,1,0,1,0,4,0,4,0,4,0,20667.64667,0,20667.64667,0,20667.64667,0,20725.46667,0,20725.46667,0,20725.46667,0,94,0,94,0,94,0,0.008,0,0.008,0,0.008,0,0.005,0,0.005,0,0.005,0,0.008,0,0.008,0,0.008,,,,,,,,,,,,21166,21166,94,1,4,20667.64667,20725.46667,94,0.007723,0.00519,0.007941,0,0.39,0,0.01,0.4,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Mon Jun 28 07:30:46 2021,0,gt2_presolved,DONE
