,,BOUND INFO,,BB INFO,,,,,,,,ORIG PROB INFO,,,,,,,,,,,,,CLEANED PROB INFO,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERSION INFO,,,,WRAP UP INFO,,,,END
neos-4954274-beardy,536,18659.20828181604520068504,19444.57975591474678367376,6229,6133,6229,6133,7200.001,7200.001,7200.001,7200.001,17359,12865,1051,0.00391,0.50000,88,0,0,0,0,12865,0,0.000627,14871,10867,752,0.00149,0.50000,59,0,0,0,0,10867,0,0.000760,0,0,21689.26250000000072759576,21139.66500000000087311491,21689.26250000000072759576,21139.66500000000087311491,21689.26250000000072759576,21139.66500000000087311491,20420.17071991366174188443,20448.04520640905320760794,20420.17071991366174188443,20448.04520640905320760794,20420.17071991366174188443,20448.04520640905320760794,10176525,10116585,10176525,10116585,10176525,10116585,6229,6133,6229,6133,6229,6133,80,72,80,72,80,72,19645.77209306323493365198,19546.24806438214727677405,19645.77209306323493365198,19546.24806438214727677405,19645.77209306323493365198,19546.24806438214727677405,20255.56482378947839606553,20257.79068800996537902392,20255.56482378947839606553,20257.79068800996537902392,20255.56482378947839606553,20257.79068800996537902392,106034,97085,106034,97085,106034,97085,56.343,60.647,56.343,60.647,56.343,60.647,3823.494,7191.229,3823.494,7191.229,3823.494,7191.229,7200.001,7200.001,7200.001,7200.001,7200.001,7200.001,21689.26250000000072759576,20420.17071991366174188443,10176525,6229,80,19645.772093,20255.564824,106034,56.343353,3823.493929,7200.000883,21139.66500000000087311491,20448.04520640905320760794,10116585,6133,72,19546.248064,20257.790688,97085,60.646810,7191.229132,7200.001046,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 04:11:40 2023,14403,neos-4954274-beardy,DONE
neos-4954672-berkel,536,1150229.17529411753639578819,1409787.93493963475339114666,756867,1696718,756867,1696718,7200.001,7200.000,7200.001,7200.000,1848,1533,81,0.01765,0.49176,525,0,0,0,0,630,903,0.002826,315,630,60,0.02277,0.46706,105,0,0,0,0,147,483,0.011454,0,0,2612709.99755475763231515884,2620793.00000000000000000000,2612709.99755475763231515884,2620793.00000000000000000000,2612709.99755475763231515884,2620793.00000000000000000000,2534490.45185530092567205429,2491685.20786555437371134758,2534490.45185530092567205429,2491685.20786555437371134758,2534490.45185530092567205429,2491685.20786555437371134758,69717087,116524447,69717087,116524447,69717087,116524447,756867,1696718,756867,1696718,756867,1696718,37,34,37,34,37,34,1188969.78235294157639145851,1556860.00300604244694113731,1188969.78235294157639145851,1556860.00300604244694113731,1188969.78235294157639145851,1556860.00300604244694113731,2039238.09275396401062607765,2051544.65258729667402803898,2039238.09275396401062607765,2051544.65258729667402803898,2039238.09275396401062607765,2051544.65258729667402803898,6294,5188,6294,5188,6294,5188,0.916,0.512,0.916,0.512,0.916,0.512,6074.231,1324.910,6074.231,1324.910,6074.231,1324.910,7200.001,7200.000,7200.001,7200.000,7200.001,7200.000,2612709.99755475763231515884,2534490.45185530092567205429,69717087,756867,37,1188969.782353,2039238.092754,6294,0.915609,6074.230792,7200.001075,2620793.00000000000000000000,2491685.20786555437371134758,116524447,1696718,34,1556860.003006,2051544.652587,5188,0.511858,1324.909925,7200.000395,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 03:34:21 2023,14401,neos-4954672-berkel,DONE
neos-4971100-bodrog,536,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.075,0.026,0.075,0.026,14998,11929,0,1.00000,0.00000,8018,0,0,0,0,1980,9949,0.000547,7308,5986,0,1.00000,0.00000,3553,0,0,0,0,988,4998,0.000545,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0.075,0.026,0.075,0.026,0.075,0.026,0.074,0.026,0.074,0.026,0.074,0.026,0.075,0.026,0.075,0.026,0.075,0.026,0.00000000000000000000,0.00000000000000000000,0,0,0,0.000000,0.000000,0,0.075244,0.074364,0.075244,0.00000000000000000000,0.00000000000000000000,0,0,0,0.000000,0.000000,0,0.026345,0.026001,0.026345,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 04:37:34 2023,0,neos-4971100-bodrog,DONE
neos-498623,536,16.00000000000008881784,15.99999999999998578915,1,1,1,1,1.357,0.876,1.357,0.876,2047,9861,237,0.00625,0.50000,147,0,0,0,0,8500,1361,0.007354,1228,8645,235,0.00016,0.49169,57,0,0,0,1,8489,155,0.011739,0,0,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,16.59999999999999431566,13212,7536,13212,7536,13212,7536,1,1,1,1,1,1,12,2,12,2,12,2,16.27500000000008384404,16.27500000000003765876,16.27500000000008384404,16.27500000000003765876,16.27500000000008384404,16.27500000000003765876,16.59999999999993036681,16.27500000000003765876,16.59999999999993036681,16.27500000000003765876,16.59999999999993036681,16.27500000000003765876,13212,7536,13212,7536,13212,7536,1.307,0.820,1.307,0.820,1.307,0.820,1.356,0.875,1.356,0.875,1.356,0.875,1.357,0.876,1.357,0.876,1.357,0.876,16.59999999999999431566,16.59999999999999431566,13212,1,12,16.275000,16.600000,13212,1.306551,1.356334,1.356780,16.59999999999999431566,16.59999999999999431566,7536,1,2,16.275000,16.275000,7536,0.820474,0.875148,0.875673,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 07:29:31 2023,4,neos-498623,DONE
neos-501453,536,47431.67719896137714385986,47443.15219896140479249880,1,1,1,1,0.004,0.003,0.004,0.003,40,165,2,0.40000,0.50000,15,0,0,0,147,0,18,0.081061,13,52,1,0.40000,0.40000,2,0,0,0,49,0,3,0.284024,0,0,47454.61449896291742334142,47454.61449896300473483279,47454.61449896291742334142,47454.61449896300473483279,47454.61449896291742334142,47454.61449896300473483279,47451.41583377923234365880,47451.17224896350671770051,47451.41583377923234365880,47451.17224896350671770051,47451.41583377923234365880,47451.17224896350671770051,13,4,13,4,13,4,1,1,1,1,1,1,2,1,2,1,2,1,47451.17224896349216578528,47451.17224896350671770051,47451.17224896349216578528,47451.17224896350671770051,47451.17224896349216578528,47451.17224896350671770051,47451.17224896349216578528,47451.17224896350671770051,47451.17224896349216578528,47451.17224896350671770051,47451.17224896349216578528,47451.17224896350671770051,13,4,13,4,13,4,0.004,0.002,0.004,0.002,0.004,0.002,0.004,0.002,0.004,0.002,0.004,0.002,0.004,0.003,0.004,0.003,0.004,0.003,47454.61449896291742334142,47451.41583377923234365880,13,1,2,47451.172249,47451.172249,13,0.003848,0.004197,0.004250,47454.61449896300473483279,47451.17224896350671770051,4,1,1,47451.172249,47451.172249,4,0.002403,0.001592,0.002504,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 03:44:06 2023,0,neos-501453,DONE
neos-504674,536,472.77124765625035252015,1737.53499553600408944476,14681,6714,14681,6714,47.741,19.391,47.741,19.391,1344,844,148,0.03704,0.49550,250,0,0,0,0,150,694,0.003041,1099,617,153,0.10468,0.49952,47,0,0,0,6,147,464,0.004513,0,0,3635.87137999961214518407,3635.87137999997821680154,3635.87137999961214518407,3635.87137999997821680154,3635.87137999961214518407,3635.87137999997821680154,3635.55192718647458605119,3635.87137999997821680154,3635.55192718647458605119,3635.87137999997821680154,3635.55192718647458605119,3635.87137999997821680154,664495,312601,664495,312601,664495,312601,14681,6714,14681,6714,14681,6714,19,20,19,20,19,20,1691.43120673341081783292,2004.25391894677386517287,1691.43120673341081783292,2004.25391894677386517287,1691.43120673341081783292,2004.25391894677386517287,2162.88099254646294866689,2156.94567130359564544051,2162.88099254646294866689,2156.94567130359564544051,2162.88099254646294866689,2156.94567130359564544051,2308,3095,2308,3095,2308,3095,0.419,0.466,0.419,0.466,0.419,0.466,42.046,7.849,42.046,7.849,42.046,7.849,47.741,19.391,47.741,19.391,47.741,19.391,3635.87137999961214518407,3635.55192718647458605119,664495,14681,19,1691.431207,2162.880993,2308,0.419485,42.046104,47.740718,3635.87137999997821680154,3635.87137999997821680154,312601,6714,20,2004.253919,2156.945671,3095,0.466123,7.848864,19.390955,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Wed Nov  8 21:44:34 2023,67,neos-504674,DONE
neos-504815,536,553.79510960000061459141,1067.47064037423115223646,3099,2865,3099,2865,6.450,5.539,6.450,5.539,1067,674,116,0.06665,0.50000,200,0,0,0,0,120,554,0.003804,857,483,115,0.05388,0.49995,37,0,0,0,6,117,360,0.005752,0,0,2296.22002479991306245211,2296.22002479999946444877,2296.22002479991306245211,2296.22002479999946444877,2296.22002479991306245211,2296.22002479999946444877,2296.22002479991306245211,2296.22002479999946444877,2296.22002479991306245211,2296.22002479999946444877,2296.22002479991306245211,2296.22002479999946444877,106806,110377,106806,110377,106806,110377,3099,2865,3099,2865,3099,2865,19,27,19,27,19,27,1232.14468894825927236525,1339.53151888605520980491,1232.14468894825927236525,1339.53151888605520980491,1232.14468894825927236525,1339.53151888605520980491,1423.47737312405615739408,1422.30786035668620570505,1423.47737312405615739408,1422.30786035668620570505,1423.47737312405615739408,1422.30786035668620570505,1656,2188,1656,2188,1656,2188,0.272,0.350,0.272,0.350,0.272,0.350,5.356,4.341,5.356,4.341,5.356,4.341,6.450,5.539,6.450,5.539,6.450,5.539,2296.22002479991306245211,2296.22002479991306245211,106806,3099,19,1232.144689,1423.477373,1656,0.271674,5.356153,6.449641,2296.22002479999946444877,2296.22002479999946444877,110377,2865,27,1339.531519,1422.307860,2188,0.349592,4.341423,5.538714,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 17:57:56 2023,12,neos-504815,DONE
neos-5051588-culgoa,536,128.74999999999991473487,128.74999999999994315658,795,126421,795,126421,11.369,1199.758,11.369,1199.758,4144,3918,92,0.00727,0.50000,72,0,0,0,3780,0,138,0.001954,4076,3902,124,0.05556,0.50000,64,0,0,0,3844,0,58,0.001602,0,0,134.50000000000000000000,134.49999923801573231685,134.50000000000000000000,134.49999923801573231685,134.50000000000000000000,134.49999923801573231685,134.50000000000000000000,134.48749998582528064617,134.50000000000000000000,134.48749998582528064617,134.50000000000000000000,134.48749998582528064617,84287,19001816,84287,19001816,84287,19001816,795,126421,795,126421,795,126421,16,16,16,16,16,16,131.84375000000000000000,130.35326693104371997833,131.84375000000000000000,130.35326693104371997833,131.84375000000000000000,130.35326693104371997833,132.43201005260468150482,131.54551905063149774833,132.43201005260468150482,131.54551905063149774833,132.43201005260468150482,131.54551905063149774833,11092,8473,11092,8473,11092,8473,1.422,1.329,1.422,1.329,1.422,1.329,7.006,78.173,7.006,78.173,7.006,78.173,11.369,1199.758,11.369,1199.758,11.369,1199.758,134.50000000000000000000,134.50000000000000000000,84287,795,16,131.843750,132.432010,11092,1.421803,7.005812,11.368560,134.49999923801573231685,134.48749998582528064617,19001816,126421,16,130.353267,131.545519,8473,1.328596,78.172976,1199.757944,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 09:15:15 2023,1211,neos-5051588-culgoa,DONE
neos-506422,536,0.00000000000000000000,0.00000000000000000000,7251,1043,7251,1043,18.709,4.494,18.709,4.494,6811,2527,14,0.20000,0.40000,7,0,0,0,0,63,2464,0.001848,4543,2527,27,0.08703,0.39770,7,0,0,0,0,63,2464,0.002376,2268,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,433779,85650,433779,85650,433779,85650,7251,1043,7251,1043,7251,1043,16,14,16,14,16,14,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,11610,8843,11610,8843,11610,8843,2.123,0.847,2.123,0.847,2.123,0.847,18.708,4.494,18.708,4.494,18.708,4.494,18.709,4.494,18.709,4.494,18.709,4.494,0.00000000000000000000,0.00000000000000000000,433779,7251,16,0.000000,0.000000,11610,2.122525,18.707641,18.709133,0.00000000000000000000,0.00000000000000000000,85650,1043,14,0.000000,0.000000,8843,0.846617,4.494017,4.494397,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 03:45:05 2023,24,neos-506422,DONE
neos-5075914-elvire,536,277.34188790330983920285,277.82102369834319688380,2025,47290,2025,47290,6.813,402.900,6.813,402.900,3720,5003,337,0.00001,0.49934,1236,0,0,0,0,2638,2365,0.000615,1975,1951,219,0.00057,0.48263,623,0,0,0,8,709,1234,0.001518,0,0,323.83879668550042651987,323.83720124891260638833,323.83879668550042651987,323.83720124891260638833,323.83879668550042651987,323.83720124891260638833,323.83879668550042651987,323.80628503317547028928,323.83879668550042651987,323.80628503317547028928,323.83879668550042651987,323.80628503317547028928,30977,6759221,30977,6759221,30977,6759221,2025,47290,2025,47290,2025,47290,20,15,20,15,20,15,279.58065495032906255801,277.82102369854601420229,279.58065495032906255801,277.82102369854601420229,279.58065495032906255801,277.82102369854601420229,281.37561996742351766443,279.27259580797721127965,281.37561996742351766443,279.27259580797721127965,281.37561996742351766443,279.27259580797721127965,9644,7440,9644,7440,9644,7440,1.574,0.611,1.574,0.611,1.574,0.611,2.380,402.876,2.380,402.876,2.380,402.876,6.813,402.900,6.813,402.900,6.813,402.900,323.83879668550042651987,323.83879668550042651987,30977,2025,20,279.580655,281.375620,9644,1.573847,2.380416,6.813114,323.83720124891260638833,323.80628503317547028928,6759221,47290,15,277.821024,279.272596,7440,0.610643,402.875781,402.899924,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 01:00:59 2023,410,neos-5075914-elvire,DONE
neos-5078479-escaut,536,7277.98695102055444294820,7286.92218955294811166823,238,2806,238,2806,1.935,8.830,1.935,8.830,3442,3471,361,0.00001,0.49570,1040,0,0,0,0,1330,2141,0.000759,2201,2025,211,0.00118,0.49126,635,0,0,0,0,705,1320,0.001443,0,0,8975.59347696128315874375,9682.33817705506226047873,8975.59347696128315874375,9682.33817705506226047873,8975.59347696128315874375,9682.33817705506226047873,8975.59347696128315874375,9682.33817705506226047873,8975.59347696128315874375,9682.33817705506226047873,8975.59347696128315874375,9682.33817705506226047873,18527,88488,18527,88488,18527,88488,238,2806,238,2806,238,2806,13,11,13,11,13,11,7917.02516880719940672861,7286.92218954811141884420,7917.02516880719940672861,7286.92218954811141884420,7917.02516880719940672861,7286.92218954811141884420,7927.46343522708684758982,7332.30122671329809236340,7927.46343522708684758982,7332.30122671329809236340,7927.46343522708684758982,7332.30122671329809236340,7598,7574,7598,7574,7598,7574,0.923,0.616,0.923,0.616,0.923,0.616,1.813,2.549,1.813,2.549,1.813,2.549,1.935,8.830,1.935,8.830,1.935,8.830,8975.59347696128315874375,8975.59347696128315874375,18527,238,13,7917.025169,7927.463435,7598,0.922919,1.813187,1.935048,9682.33817705506226047873,9682.33817705506226047873,88488,2806,11,7286.922190,7332.301227,7574,0.616437,2.548991,8.830229,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 11:21:06 2023,11,neos-5078479-escaut,DONE
neos-5107597-kakapo,536,0.00000000000000000000,0.00000000000000000000,79358,55022,79358,55022,1035.630,576.876,1035.630,576.876,6498,3114,1572,0.00013,0.07812,69,0,0,0,0,2976,138,0.000958,6441,3045,1572,0.00013,0.07813,0,0,0,0,0,2976,69,0.000982,0,0,3644.99999999992451193975,3644.99999999962165020406,3644.99999999992451193975,3644.99999999962165020406,3644.99999999992451193975,3644.99999999962165020406,3644.99999999992451193975,3644.99999999962165020406,3644.99999999992451193975,3644.99999999962165020406,3644.99999999992451193975,3644.99999999962165020406,10649666,6376067,10649666,6376067,10649666,6376067,79358,55022,79358,55022,79358,55022,26,39,26,39,26,39,2.88798740250124597040,2.04341034205385607692,2.88798740250124597040,2.04341034205385607692,2.88798740250124597040,2.04341034205385607692,809.12817192763600360195,816.60884388008730638830,809.12817192763600360195,816.60884388008730638830,809.12817192763600360195,816.60884388008730638830,9162,13723,9162,13723,9162,13723,1.074,1.941,1.074,1.941,1.074,1.941,42.827,81.939,42.827,81.939,42.827,81.939,1035.630,576.876,1035.630,576.876,1035.630,576.876,3644.99999999992451193975,3644.99999999992451193975,10649666,79358,26,2.887987,809.128172,9162,1.073607,42.827240,1035.630375,3644.99999999962165020406,3644.99999999962165020406,6376067,55022,39,2.043410,816.608844,13723,1.940956,81.938729,576.876379,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 19:10:20 2023,1612,neos-5107597-kakapo,DONE
neos-5115478-kaveri,536,0.00000000000000000000,0.00000000000000000000,63731,67949,63731,67949,1631.462,1175.846,1631.462,1175.846,6498,3114,1572,0.00013,0.07812,69,0,0,0,0,2976,138,0.000958,6441,3045,1572,0.00013,0.07813,0,0,0,0,0,2976,69,0.000982,0,0,1234.00000000000727595761,1234.00000000000000000000,1234.00000000000727595761,1234.00000000000000000000,1234.00000000000727595761,1234.00000000000000000000,1234.00000000000727595761,1234.00000000000000000000,1234.00000000000727595761,1234.00000000000000000000,1234.00000000000727595761,1234.00000000000000000000,9021315,8183514,9021315,8183514,9021315,8183514,63731,67949,63731,67949,63731,67949,28,44,28,44,28,44,1.03858670383604834164,0.62709960747801696268,1.03858670383604834164,0.62709960747801696268,1.03858670383604834164,0.62709960747801696268,292.57296969308356437978,255.80032269497837660310,292.57296969308356437978,255.80032269497837660310,292.57296969308356437978,255.80032269497837660310,10642,18485,10642,18485,10642,18485,1.081,2.437,1.081,2.437,1.081,2.437,961.003,409.800,961.003,409.800,961.003,409.800,1631.462,1175.846,1631.462,1175.846,1631.462,1175.846,1234.00000000000727595761,1234.00000000000727595761,9021315,63731,28,1.038587,292.572970,10642,1.081116,961.002916,1631.461999,1234.00000000000000000000,1234.00000000000000000000,8183514,67949,44,0.627100,255.800323,18485,2.436969,409.799854,1175.846238,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Wed Nov  8 20:30:14 2023,2808,neos-5115478-kaveri,DONE
neos-512201,536,67.17459962500002745855,236.64425656024175737002,3770,2353,3770,2353,13.568,5.729,13.568,5.729,1337,838,148,0.08589,0.49550,244,0,0,0,0,150,688,0.003051,1082,611,143,0.00054,0.49932,45,0,0,0,4,146,461,0.004576,0,0,513.57082079996189349913,513.57082079999941015558,513.57082079996189349913,513.57082079999941015558,513.57082079996189349913,513.57082079999941015558,513.57082079996189349913,513.57082079999941015558,513.57082079996189349913,513.57082079999941015558,513.57082079996189349913,513.57082079999941015558,216569,113269,216569,113269,216569,113269,3770,2353,3770,2353,3770,2353,19,28,19,28,19,28,262.86581467336185369277,283.29514541757458800930,262.86581467336185369277,283.29514541757458800930,262.86581467336185369277,283.29514541757458800930,308.47873928502087892412,307.12768110714762315183,308.47873928502087892412,307.12768110714762315183,308.47873928502087892412,307.12768110714762315183,2327,3434,2327,3434,2327,3434,0.265,0.518,0.265,0.518,0.265,0.518,8.247,2.251,8.247,2.251,8.247,2.251,13.568,5.729,13.568,5.729,13.568,5.729,513.57082079996189349913,513.57082079996189349913,216569,3770,19,262.865815,308.478739,2327,0.265048,8.246675,13.567784,513.57082079999941015558,513.57082079999941015558,113269,2353,28,283.295145,307.127681,3434,0.517617,2.251381,5.728755,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Wed Nov  8 20:31:57 2023,19,neos-512201,DONE
neos-5140963-mincio,536,8877.00000000000000000000,8877.00000000000000000000,4185267,4185267,4185267,4185267,747.003,747.003,747.003,747.003,184,196,24,0.07143,0.14286,28,0,0,0,0,183,13,0.023126,184,196,24,0.07143,0.14286,28,0,0,0,0,183,13,0.023126,0,0,14393.00000000000000000000,14393.00000000000000000000,14393.00000000000000000000,14393.00000000000000000000,14393.00000000000000000000,14393.00000000000000000000,14392.00000000000000000000,14392.00000000000000000000,14392.00000000000000000000,14392.00000000000000000000,14392.00000000000000000000,14392.00000000000000000000,24028456,24028456,24028456,24028456,24028456,24028456,4185267,4185267,4185267,4185267,4185267,4185267,11,11,11,11,11,11,9924.45714285714348079637,9924.45714285714348079637,9924.45714285714348079637,9924.45714285714348079637,9924.45714285714348079637,9924.45714285714348079637,10487.99999999999818101060,10487.99999999999818101060,10487.99999999999818101060,10487.99999999999818101060,10487.99999999999818101060,10487.99999999999818101060,236,236,236,236,236,236,0.032,0.032,0.032,0.032,0.032,0.032,0.059,0.059,0.059,0.059,0.059,0.059,747.003,747.003,747.003,747.003,747.003,747.003,14393.00000000000000000000,14392.00000000000000000000,24028456,4185267,11,9924.457143,10488.000000,236,0.032484,0.059050,747.002523,14393.00000000000000000000,14392.00000000000000000000,24028456,4185267,11,9924.457143,10488.000000,236,0.032484,0.059050,747.002523,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Wed Nov  8 23:56:09 2023,747,neos-5140963-mincio,DONE
neos-5178119-nalagi,536,8.56985895221646565290,8.56985895221646565290,247404,323257,247404,323257,7200.001,2207.471,7200.001,2207.471,6921,4167,413,0.00010,0.49731,166,0,0,0,0,4068,99,0.002582,6314,3656,357,0.00052,0.49813,143,0,0,0,84,3559,13,0.002517,0,0,22.73999990978773411143,22.73999999287796569547,22.73999990978773411143,22.73999999287796569547,22.73999990978773411143,22.73999999287796569547,16.79394375000001105036,22.73999999287796569547,16.79394375000001105036,22.73999999287796569547,16.79394375000001105036,22.73999999287796569547,39469650,24299393,39469650,24299393,39469650,24299393,247404,323257,247404,323257,247404,323257,16,20,16,20,16,20,9.68500000000000227374,9.68500000000000049738,9.68500000000000227374,9.68500000000000049738,9.68500000000000227374,9.68500000000000049738,15.73631016042780750297,15.42895008605859885620,15.73631016042780750297,15.42895008605859885620,15.73631016042780750297,15.42895008605859885620,12740,10515,12740,10515,12740,10515,2.592,1.746,2.592,1.746,2.592,1.746,7037.343,1449.039,7037.343,1449.039,7037.343,1449.039,7200.001,2207.471,7200.001,2207.471,7200.001,2207.471,22.73999990978773411143,16.79394375000001105036,39469650,247404,16,9.685000,15.736310,12740,2.591899,7037.342639,7200.000624,22.73999999287796569547,22.73999999287796569547,24299393,323257,20,9.685000,15.428950,10515,1.746270,1449.039118,2207.470773,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 23:55:13 2023,9408,neos-5178119-nalagi,DONE
neos-5182409-nasivi,536,0.00000000000000000000,0.00000000000000000000,1489696,38046,1489696,38046,7200.000,41.325,7200.000,41.325,580,2005,59,0.00064,0.49569,264,0,0,0,0,1600,405,0.012799,404,1904,143,0.00154,0.49230,172,0,0,0,4,1672,228,0.009391,0,0,301.99998133087478890957,302.00000000000000000000,301.99998133087478890957,302.00000000000000000000,301.99998133087478890957,302.00000000000000000000,157.14919019897627094906,301.98814814814329565706,157.14919019897627094906,301.98814814814329565706,157.14919019897627094906,301.98814814814329565706,108730970,664633,108730970,664633,108730970,664633,1489696,38046,1489696,38046,1489696,38046,7,7,7,7,7,7,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,6821,7266,6821,7266,6821,7266,0.659,0.495,0.659,0.495,0.659,0.495,1804.387,12.135,1804.387,12.135,1804.387,12.135,7200.000,41.325,7200.000,41.325,7200.000,41.325,301.99998133087478890957,157.14919019897627094906,108730970,1489696,7,0.000000,0.000000,6821,0.658740,1804.386916,7200.000140,302.00000000000000000000,301.98814814814329565706,664633,38046,7,0.000000,0.000000,7266,0.495446,12.135008,41.325456,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 18:09:02 2023,7242,neos-5182409-nasivi,DONE
neos-522351,536,0.00000000000000000000,0.00000000000000000000,1,21,1,21,0.167,0.240,0.167,0.240,1705,1524,106,0.00400,0.32400,97,0,0,0,0,240,1284,0.002092,1705,1524,106,0.00400,0.32400,97,0,0,0,0,240,1284,0.002092,1284,0,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,17891.07711600000038743019,3895,4170,3895,4170,3895,4170,1,21,1,21,1,21,6,7,6,7,6,7,14271.24769637407916889060,14271.24769637407916889060,14271.24769637407916889060,14271.24769637407916889060,14271.24769637407916889060,14271.24769637407916889060,17808.29757084223092533648,17847.73432474608489428647,17808.29757084223092533648,17847.73432474608489428647,17808.29757084223092533648,17847.73432474608489428647,3895,3379,3895,3379,3895,3379,0.154,0.211,0.154,0.211,0.154,0.211,0.167,0.234,0.167,0.234,0.167,0.234,0.167,0.240,0.167,0.240,0.167,0.240,17891.07711600000038743019,17891.07711600000038743019,3895,1,6,14271.247696,17808.297571,3895,0.153705,0.167279,0.167442,17891.07711600000038743019,17891.07711600000038743019,4170,21,7,14271.247696,17847.734325,3379,0.211099,0.234075,0.240027,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 17:46:25 2023,1,neos-522351,DONE
neos-5261882-treska,536,22721.32800000000133877620,26047.99799999999595456757,1132476,1562488,1132476,1562488,7200.002,7200.001,7200.002,7200.001,2971,2900,65,0.00030,0.49153,185,350,0,0,0,2730,170,0.002245,2469,2031,48,0.00479,0.50000,180,0,0,0,0,1873,158,0.006160,0,0,52291.21199999999953433871,51614.87399999999615829438,52291.21199999999953433871,51614.87399999999615829438,52291.21199999999953433871,51614.87399999999615829438,43334.81845139947108691558,42156.67135759731900179759,43334.81845139947108691558,42156.67135759731900179759,43334.81845139947108691558,42156.67135759731900179759,43376383,56179921,43376383,56179921,43376383,56179921,1132476,1562488,1132476,1562488,1132476,1562488,23,30,23,30,23,30,26461.53872727272755582817,26926.49399999999513966031,26461.53872727272755582817,26926.49399999999513966031,26461.53872727272755582817,26926.49399999999513966031,34420.40699999999924330041,34915.40100000000529689714,34420.40699999999924330041,34915.40100000000529689714,34420.40699999999924330041,34915.40100000000529689714,2143,1666,2143,1666,2143,1666,0.481,0.818,0.481,0.818,0.481,0.818,2211.719,674.884,2211.719,674.884,2211.719,674.884,7200.002,7200.001,7200.002,7200.001,7200.002,7200.001,52291.21199999999953433871,43334.81845139947108691558,43376383,1132476,23,26461.538727,34420.407000,2143,0.481324,2211.719121,7200.002188,51614.87399999999615829438,42156.67135759731900179759,56179921,1562488,30,26926.494000,34915.401000,1666,0.818215,674.883960,7200.000561,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 17:29:31 2023,14402,neos-5261882-treska,DONE
