,,BOUND INFO,,BB INFO,,,,,,,,ORIG PROB INFO,,,,,,,,,,,,,CLEANED PROB INFO,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERSION INFO,,,,WRAP UP INFO,,,,END
n5-3,536,2883.82352941176623062347,3801.47058823529550863896,1690,1157,1690,1157,34.205,12.295,34.205,12.295,1062,2550,40,0.01961,0.49020,962,0,0,0,150,0,2400,0.003656,744,1974,35,0.01961,0.49020,702,0,0,0,126,0,1848,0.003889,0,0,8104.99999999839110387256,8104.99999999966894392855,8104.99999999839110387256,8104.99999999966894392855,8104.99999999839110387256,8104.99999999966894392855,8104.77215850655011308845,8104.51199777364945475711,8104.77215850655011308845,8104.51199777364945475711,8104.77215850655011308845,8104.51199777364945475711,134848,80731,134848,80731,134848,80731,1690,1157,1690,1157,1690,1157,32,38,32,38,32,38,5803.99686824717264244100,5614.39043476969618495787,5803.99686824717264244100,5614.39043476969618495787,5803.99686824717264244100,5614.39043476969618495787,7211.43153676931251538917,7518.60162458402191987261,7211.43153676931251538917,7518.60162458402191987261,7211.43153676931251538917,7518.60162458402191987261,3366,4203,3366,4203,3366,4203,1.437,1.298,1.437,1.298,1.437,1.298,21.827,12.227,21.827,12.227,21.827,12.227,34.205,12.295,34.205,12.295,34.205,12.295,8104.99999999839110387256,8104.77215850655011308845,134848,1690,32,5803.996868,7211.431537,3366,1.437353,21.827269,34.205139,8104.99999999966894392855,8104.51199777364945475711,80731,1157,38,5614.390435,7518.601625,4203,1.298088,12.227040,12.295006,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:32:46 2023,46,n5-3,DONE
n6-3,536,6311.76470588235588365933,9388.23529411764684482478,1005,2317,1005,2317,19.859,23.970,19.859,23.970,2760,7178,52,0.01961,0.47059,2612,0,0,0,222,0,6956,0.001427,1693,4988,38,0.01961,0.47059,1635,0,0,0,174,0,4814,0.001738,0,0,15174.99999999702049535699,15174.99999999984902387951,15174.99999999702049535699,15174.99999999984902387951,15174.99999999702049535699,15174.99999999984902387951,15174.46792914983234368265,15173.67488662119467335287,15174.46792914983234368265,15173.67488662119467335287,15174.46792914983234368265,15173.67488662119467335287,50024,82336,50024,82336,50024,82336,1005,2317,1005,2317,1005,2317,27,33,27,33,27,33,11211.83341903332984657027,12129.04378384986193850636,11211.83341903332984657027,12129.04378384986193850636,11211.83341903332984657027,12129.04378384986193850636,14860.18783818619704106823,14854.86520978151747840457,14860.18783818619704106823,14854.86520978151747840457,14860.18783818619704106823,14854.86520978151747840457,5523,4184,5523,4184,5523,4184,3.183,1.890,3.183,1.890,3.183,1.890,10.996,12.766,10.996,12.766,10.996,12.766,19.859,23.970,19.859,23.970,19.859,23.970,15174.99999999702049535699,15174.46792914983234368265,50024,1005,27,11211.833419,14860.187838,5523,3.183194,10.995719,19.859249,15174.99999999984902387951,15173.67488662119467335287,82336,2317,33,12129.043784,14854.865210,4184,1.889987,12.766288,23.969700,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:33:31 2023,44,n6-3,DONE
n7-3,536,9380.58823529412075004075,12462.94117647058919828851,732,464,732,464,26.189,8.095,26.189,8.095,2336,5626,49,0.01961,0.49020,2220,0,0,0,174,0,5452,0.001686,960,2772,30,0.01961,0.49020,924,0,0,0,108,0,2664,0.003057,0,0,15425.99999998842031345703,15425.99999999997089616954,15425.99999998842031345703,15425.99999999997089616954,15425.99999998842031345703,15425.99999999997089616954,15425.99999998842031345703,15425.99999999997089616954,15425.99999998842031345703,15425.99999999997089616954,15425.99999998842031345703,15425.99999999997089616954,81622,42678,81622,42678,81622,42678,732,464,732,464,732,464,38,43,38,43,38,43,13827.05560644873912679031,14049.02711472584633156657,13827.05560644873912679031,14049.02711472584633156657,13827.05560644873912679031,14049.02711472584633156657,14867.31541028214633115567,15076.82892798103785025887,14867.31541028214633115567,15076.82892798103785025887,14867.31541028214633115567,15076.82892798103785025887,5696,4052,5696,4052,5696,4052,3.372,1.338,3.372,1.338,3.372,1.338,25.967,6.762,25.967,6.762,25.967,6.762,26.189,8.095,26.189,8.095,26.189,8.095,15425.99999998842031345703,15425.99999998842031345703,81622,732,38,13827.055606,14867.315410,5696,3.372322,25.966761,26.189335,15425.99999999997089616954,15425.99999999997089616954,42678,464,43,14049.027115,15076.828928,4052,1.337711,6.762463,8.095161,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:34:05 2023,34,n7-3,DONE
n9-3,536,7889.70588235294871992664,8695.58823529412075004075,24163,25950,24163,25950,7200.001,7200.001,7200.001,7200.001,2364,7644,73,0.01961,0.49020,2196,0,0,0,252,0,7392,0.001664,1878,6630,70,0.01961,0.47059,1800,0,0,0,234,0,6396,0.001566,0,0,14408.99999021321855252609,14408.99999623932853864972,14408.99999021321855252609,14408.99999623932853864972,14408.99999021321855252609,14408.99999623932853864972,13932.59558745798494783230,13987.87002302046312252060,13932.59558745798494783230,13987.87002302046312252060,13932.59558745798494783230,13987.87002302046312252060,10713214,11771743,10713214,11771743,10713214,11771743,24163,25950,24163,25950,24163,25950,39,40,39,40,39,40,10431.93211895549393375404,9927.93651609547669067979,10431.93211895549393375404,9927.93651609547669067979,10431.93211895549393375404,9927.93651609547669067979,12643.44947582737222546712,12802.40984255876719544176,12643.44947582737222546712,12802.40984255876719544176,12643.44947582737222546712,12802.40984255876719544176,13244,12633,13244,12633,13244,12633,7.695,6.071,7.695,6.071,7.695,6.071,4210.584,6630.098,4210.584,6630.098,4210.584,6630.098,7200.001,7200.001,7200.001,7200.001,7200.001,7200.001,14408.99999021321855252609,13932.59558745798494783230,10713214,24163,39,10431.932119,12643.449476,13244,7.694544,4210.584386,7200.001199,14408.99999623932853864972,13987.87002302046312252060,11771743,25950,40,9927.936516,12802.409843,12633,6.071067,6630.098421,7200.001333,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 23:34:07 2023,14402,n9-3,DONE
neos-1058477,536,0.00000000000000000000,0.14112996175690117884,22,1,22,1,0.477,0.186,0.477,0.186,1529,2805,15,0.09901,0.29703,100,0,0,0,0,100,2705,0.002186,966,769,28,0.00574,0.28527,112,0,0,0,0,88,681,0.007911,0,0,0.54675702578534002285,0.54680689736123755385,0.54675702578534002285,0.54680689736123755385,0.54675702578534002285,0.54680689736123755385,0.54675702578534002285,0.54675344172781104035,0.54675702578534002285,0.54675344172781104035,0.54675702578534002285,0.54675344172781104035,1174,682,1174,682,1174,682,22,1,22,1,22,1,17,8,17,8,17,8,0.24503445345643715125,0.24505908455009042801,0.24503445345643715125,0.24505908455009042801,0.24503445345643715125,0.24505908455009042801,0.54676355102668028341,0.54674462312019278531,0.54676355102668028341,0.54674462312019278531,0.54676355102668028341,0.54674462312019278531,729,682,729,682,729,682,0.393,0.184,0.393,0.184,0.393,0.184,0.476,0.013,0.476,0.013,0.476,0.013,0.477,0.186,0.477,0.186,0.477,0.186,0.54675702578534002285,0.54675702578534002285,1174,22,17,0.245034,0.546764,729,0.392567,0.476219,0.476732,0.54680689736123755385,0.54675344172781104035,682,1,8,0.245059,0.546745,682,0.183773,0.012770,0.186397,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:34:12 2023,1,neos-1058477,DONE
neos-1061020,536,-145860.37060810902039520442,-145860.37060810625553131104,1126,1339,1126,1339,142.412,181.681,142.412,181.681,10618,14010,1951,0.00338,0.50000,10618,0,0,79,3598,10333,79,0.000770,3551,7851,1897,0.00338,0.50000,3540,0,0,0,3095,4756,0,0.001659,0,0,-142745.30000000019208528101,-142745.29999999888241291046,-142745.30000000019208528101,-142745.29999999888241291046,-142745.30000000019208528101,-142745.29999999888241291046,-142757.93088386405725032091,-142745.29999999888241291046,-142757.93088386405725032091,-142745.29999999888241291046,-142757.93088386405725032091,-142745.29999999888241291046,150015,178601,150015,178601,150015,178601,1126,1339,1126,1339,1126,1339,23,19,23,19,23,19,-145624.87463819753611460328,-145656.03395405365154147148,-145624.87463819753611460328,-145656.03395405365154147148,-145624.87463819753611460328,-145656.03395405365154147148,-145588.58764897321816533804,-145610.64420368109131231904,-145588.58764897321816533804,-145610.64420368109131231904,-145588.58764897321816533804,-145610.64420368109131231904,6226,6129,6226,6129,6226,6129,16.573,9.911,16.573,9.911,16.573,9.911,114.907,151.581,114.907,151.581,114.907,151.581,142.412,181.681,142.412,181.681,142.412,181.681,-142745.30000000019208528101,-142757.93088386405725032091,150015,1126,23,-145624.874638,-145588.587649,6226,16.573117,114.907404,142.412257,-142745.29999999888241291046,-142745.29999999888241291046,178601,1339,19,-145656.033954,-145610.644204,6129,9.910672,151.580590,181.680868,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:39:46 2023,334,neos-1061020,DONE
neos-1067731,536,669053.00000000034924596548,669053.00000000011641532183,253275,286209,253275,286209,7200.002,7200.001,7200.002,7200.001,3423,8779,333,0.04545,0.50000,3423,0,0,48,0,6330,2449,0.001032,3346,8654,292,0.09091,0.50000,3346,0,0,0,0,6260,2394,0.001055,0,0,1025101.64088670839555561543,1025101.30135866440832614899,1025101.64088670839555561543,1025101.30135866440832614899,1025101.64088670839555561543,1025101.30135866440832614899,801615.76456801663152873516,815435.99021916300989687443,801615.76456801663152873516,815435.99021916300989687443,801615.76456801663152873516,815435.99021916300989687443,15328977,17112029,15328977,17112029,15328977,17112029,253275,286209,253275,286209,253275,286209,19,28,19,28,19,28,682708.76816182874608784914,682656.00576673424802720547,682708.76816182874608784914,682656.00576673424802720547,682708.76816182874608784914,682656.00576673424802720547,741647.83531737094745039940,753709.58615144097711890936,741647.83531737094745039940,753709.58615144097711890936,741647.83531737094745039940,753709.58615144097711890936,8462,9616,8462,9616,8462,9616,4.519,4.926,4.519,4.926,4.519,4.926,3215.786,7174.980,3215.786,7174.980,3215.786,7174.980,7200.002,7200.001,7200.002,7200.001,7200.002,7200.001,1025101.64088670839555561543,801615.76456801663152873516,15328977,253275,19,682708.768162,741647.835317,8462,4.519223,3215.785572,7200.002305,1025101.30135866440832614899,815435.99021916300989687443,17112029,286209,28,682656.005767,753709.586151,9616,4.926018,7174.979837,7200.000752,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 23:39:37 2023,14409,neos-1067731,DONE
neos-1112782,536,499999999923.74475097656250000000,499999999923.74475097656250000000,2820,8826,2820,8826,24.018,47.341,24.018,47.341,2115,4140,44,0.00823,0.03325,45,0,0,0,0,2070,2070,0.000930,2070,4050,44,0.00823,0.03325,45,0,0,0,0,2025,2025,0.000961,0,0,572103066587.45544433593750000000,572103066654.16943359375000000000,572103066587.45544433593750000000,572103066654.16943359375000000000,572103066587.45544433593750000000,572103066654.16943359375000000000,572047721495.18994140625000000000,572046012657.60595703125000000000,572047721495.18994140625000000000,572046012657.60595703125000000000,572047721495.18994140625000000000,572046012657.60595703125000000000,60821,127249,60821,127249,60821,127249,2820,8826,2820,8826,2820,8826,15,14,15,14,15,14,509911211142.60424804687500000000,509911211142.60424804687500000000,509911211142.60424804687500000000,509911211142.60424804687500000000,509911211142.60424804687500000000,509911211142.60424804687500000000,536985686995.03540039062500000000,537416954114.84649658203125000000,536985686995.03540039062500000000,537416954114.84649658203125000000,536985686995.03540039062500000000,537416954114.84649658203125000000,937,1028,937,1028,937,1028,1.150,1.129,1.150,1.129,1.150,1.129,19.523,38.991,19.523,38.991,19.523,38.991,24.018,47.341,24.018,47.341,24.018,47.341,572103066587.45544433593750000000,572047721495.18994140625000000000,60821,2820,15,509911211142.604248,536985686995.035400,937,1.150273,19.523110,24.017672,572103066654.16943359375000000000,572046012657.60595703125000000000,127249,8826,14,509911211142.604248,537416954114.846497,1028,1.128551,38.990955,47.340542,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:40:57 2023,71,neos-1112782,DONE
neos-1112787,536,499999999913.19238281250000000000,499999999913.19238281250000000000,1716,1788,1716,1788,32.989,30.200,32.989,30.200,1680,3280,39,0.00937,0.03785,40,0,0,0,0,1640,1640,0.001169,1640,3200,39,0.00937,0.03785,40,0,0,0,0,1600,1600,0.001212,0,0,565031773676.89611816406250000000,565034561980.01135253906250000000,565031773676.89611816406250000000,565034561980.01135253906250000000,565031773676.89611816406250000000,565034561980.01135253906250000000,564976105057.54772949218750000000,564982180382.92443847656250000000,564976105057.54772949218750000000,564982180382.92443847656250000000,564976105057.54772949218750000000,564982180382.92443847656250000000,79120,70949,79120,70949,79120,70949,1716,1788,1716,1788,1716,1788,13,15,13,15,13,15,509205792637.17517089843750000000,509205792637.17517089843750000000,509205792637.17517089843750000000,509205792637.17517089843750000000,509205792637.17517089843750000000,509205792637.17517089843750000000,533471193553.84039306640625000000,533459733182.83447265625000000000,533471193553.84039306640625000000,533459733182.83447265625000000000,533471193553.84039306640625000000,533459733182.83447265625000000000,966,1068,966,1068,966,1068,1.040,0.901,1.040,0.901,1.040,0.901,28.683,30.198,28.683,30.198,28.683,30.198,32.989,30.200,32.989,30.200,32.989,30.200,565031773676.89611816406250000000,564976105057.54772949218750000000,79120,1716,13,509205792637.175171,533471193553.840393,966,1.039523,28.682973,32.988932,565034561980.01135253906250000000,564982180382.92443847656250000000,70949,1788,15,509205792637.175171,533459733182.834473,1068,0.900738,30.198346,30.200139,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:41:51 2023,63,neos-1112787,DONE
neos-1171448,536,-308.99999999999994315658,-309.00000000000000000000,1,1,1,1,5.747,1.734,5.747,1.734,13206,4914,132,0.12500,0.37500,0,0,0,0,0,2457,2457,0.002032,11883,4851,88,0.04444,0.50000,0,0,0,0,0,2394,2457,0.002154,0,0,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,-309.00000000000000000000,12915,8829,12915,8829,12915,8829,1,1,1,1,1,1,1,0,1,0,1,0,-308.99999999999988631316,-309.00000000000000000000,-308.99999999999988631316,-309.00000000000000000000,-308.99999999999988631316,-309.00000000000000000000,-308.99999999999988631316,-309.00000000000000000000,-308.99999999999988631316,-309.00000000000000000000,-308.99999999999988631316,-309.00000000000000000000,12915,8829,12915,8829,12915,8829,5.346,0.000,5.346,0.000,5.346,0.000,5.745,1.700,5.745,1.700,5.745,1.700,5.747,1.734,5.747,1.734,5.747,1.734,-309.00000000000000000000,-309.00000000000000000000,12915,1,1,-309.000000,-309.000000,12915,5.346002,5.745028,5.746506,-309.00000000000000000000,-309.00000000000000000000,8829,1,0,-309.000000,-309.000000,8829,0.000000,1.699827,1.733855,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:41:15 2023,18,neos-1171448,DONE
neos-1200887,536,-78.00000000000000000000,-77.99999999999998578915,17802,7291,17802,7291,79.709,21.857,79.709,21.857,633,234,95,0.00016,0.50000,0,0,0,0,0,117,117,0.041074,609,234,101,0.01577,0.46123,0,0,0,0,0,117,117,0.043367,117,0,-74.00000000000000000000,-74.00000000000000000000,-74.00000000000000000000,-74.00000000000000000000,-74.00000000000000000000,-74.00000000000000000000,-74.00630914826497530612,-74.00000000000000000000,-74.00630914826497530612,-74.00000000000000000000,-74.00630914826497530612,-74.00000000000000000000,1017672,306818,1017672,306818,1017672,306818,17802,7291,17802,7291,17802,7291,13,11,13,11,13,11,-77.99999999999997157829,-78.00000000000001421085,-77.99999999999997157829,-78.00000000000001421085,-77.99999999999997157829,-78.00000000000001421085,-78.00000000000001421085,-78.00000000000000000000,-78.00000000000001421085,-78.00000000000000000000,-78.00000000000001421085,-78.00000000000000000000,6374,4059,6374,4059,6374,4059,0.763,0.565,0.763,0.565,0.763,0.565,8.777,1.770,8.777,1.770,8.777,1.770,79.709,21.857,79.709,21.857,79.709,21.857,-74.00000000000000000000,-74.00630914826497530612,1017672,17802,13,-78.000000,-78.000000,6374,0.762782,8.776909,79.708772,-74.00000000000000000000,-74.00000000000000000000,306818,7291,11,-78.000000,-78.000000,4059,0.565494,1.769505,21.856862,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:42:57 2023,102,neos-1200887,DONE
neos-1211578,536,-77.99999999999891997504,-78.00000000000000000000,27382,11274,27382,11274,24.904,8.898,24.904,8.898,356,260,16,0.00024,0.33309,0,0,0,0,0,130,130,0.016638,211,150,24,0.03571,0.50000,0,0,0,0,0,70,80,0.038705,0,0,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,-77.00000000000000000000,520564,208879,520564,208879,520564,208879,27382,11274,27382,11274,27382,11274,9,9,9,9,9,9,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,-78.00000000000000000000,1633,1193,1633,1193,1633,1193,0.125,0.088,0.125,0.088,0.125,0.088,0.613,0.309,0.613,0.309,0.613,0.309,24.904,8.898,24.904,8.898,24.904,8.898,-77.00000000000000000000,-77.00000000000000000000,520564,27382,9,-78.000000,-78.000000,1633,0.125163,0.612855,24.903675,-77.00000000000000000000,-77.00000000000000000000,208879,11274,9,-78.000000,-78.000000,1193,0.088008,0.308623,8.898462,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:42:25 2023,34,neos-1211578,DONE
neos-1215259,536,33.00890605975961022978,33.77382613761596985569,1608,1023,1608,1023,36.290,30.111,36.290,30.111,1236,1601,157,0.00547,0.49612,305,0,0,0,0,1600,1,0.019423,1197,1512,150,0.00036,0.49656,216,0,0,0,0,1494,18,0.020337,0,0,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,68.00000000000000000000,159473,98448,159473,98448,159473,98448,1608,1023,1608,1023,1608,1023,31,25,31,25,31,25,38.37226194123019240578,40.33837609272639213032,38.37226194123019240578,40.33837609272639213032,38.37226194123019240578,40.33837609272639213032,44.19359724581726567294,45.02061475669815138190,44.19359724581726567294,45.02061475669815138190,44.19359724581726567294,45.02061475669815138190,3250,2521,3250,2521,3250,2521,1.721,1.538,1.721,1.538,1.721,1.538,19.757,25.947,19.757,25.947,19.757,25.947,36.290,30.111,36.290,30.111,36.290,30.111,68.00000000000000000000,68.00000000000000000000,159473,1608,31,38.372262,44.193597,3250,1.720807,19.757401,36.289905,68.00000000000000000000,68.00000000000000000000,98448,1023,25,40.338376,45.020615,2521,1.537943,25.946535,30.110590,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 19:43:33 2023,68,neos-1215259,DONE
