,,BOUND INFO,,BB INFO,,,,,,,,ORIG PROB INFO,,,,,,,,,,,,,CLEANED PROB INFO,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERSION INFO,,,,WRAP UP INFO,,,,END
neos-1595230,536,2.69230769230769340083,6.99999999999999911182,125764,57791,125764,57791,1745.836,394.081,1745.836,394.081,1750,490,490,0.07692,0.07692,35,0,0,0,0,490,0,0.004531,677,490,114,0.33333,0.33333,35,0,0,0,0,490,0,0.008902,0,0,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,22185388,6025906,22185388,6025906,22185388,6025906,125764,57791,125764,57791,125764,57791,5,18,5,18,5,18,7.00000000000000000000,7.04823930868915748960,7.00000000000000000000,7.04823930868915748960,7.00000000000000000000,7.04823930868915748960,7.00000000000000000000,7.19230751312599991820,7.00000000000000000000,7.19230751312599991820,7.00000000000000000000,7.19230751312599991820,2795,6130,2795,6130,2795,6130,0.833,0.930,0.833,0.930,0.833,0.930,0.568,0.881,0.568,0.881,0.568,0.881,1745.836,394.081,1745.836,394.081,1745.836,394.081,9.00000000000000000000,9.00000000000000000000,22185388,125764,5,7.000000,7.000000,2795,0.832839,0.567940,1745.836180,9.00000000000000000000,9.00000000000000000000,6025906,57791,18,7.048239,7.192308,6130,0.930042,0.880547,394.080884,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:38:30 2023,2140,neos-1595230,DONE
neos-1599274,536,31235.74285714285360882059,31235.74285714286452275701,1,1,1,1,0.237,0.154,0.237,0.154,1237,4500,62,0.07143,0.50000,0,0,0,0,0,4500,0,0.008407,1169,4200,60,0.03297,0.50000,0,0,0,0,0,4200,0,0.008738,0,0,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,32075.59999999999854480848,415,342,415,342,415,342,1,1,1,1,1,1,4,2,4,2,4,2,31472.59999999999854480848,31669.59999999999854480848,31472.59999999999854480848,31669.59999999999854480848,31472.59999999999854480848,31669.59999999999854480848,32075.59999999999854480848,31669.59999999999854480848,32075.59999999999854480848,31669.59999999999854480848,32075.59999999999854480848,31669.59999999999854480848,415,342,415,342,415,342,0.229,0.150,0.229,0.150,0.229,0.150,0.237,0.127,0.237,0.127,0.237,0.127,0.237,0.154,0.237,0.154,0.237,0.154,32075.59999999999854480848,32075.59999999999854480848,415,1,4,31472.600000,32075.600000,415,0.228585,0.236519,0.237306,32075.59999999999854480848,32075.59999999999854480848,342,1,2,31669.600000,31669.600000,342,0.149902,0.126961,0.153610,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:04:01 2023,1,neos-1599274,DONE
neos-1601936,536,0.99999999999993005595,0.99999999999997435385,1,519,1,519,24.448,195.807,24.448,195.807,3131,4446,653,0.00016,0.50000,681,0,0,0,0,3906,540,0.005208,3088,4022,650,0.00008,0.50000,665,0,0,0,0,3572,450,0.005640,0,0,2.99999999999999911182,2.99999899999995545130,2.99999999999999911182,2.99999899999995545130,2.99999999999999911182,2.99999899999995545130,2.99999999999999911182,2.99999899999995545130,2.99999999999999911182,2.99999899999995545130,2.99999999999999911182,2.99999899999995545130,68109,510072,68109,510072,68109,510072,1,519,1,519,1,519,10,18,10,18,10,18,3.00000000000012168044,3.00000000000006838974,3.00000000000012168044,3.00000000000006838974,3.00000000000012168044,3.00000000000006838974,2.99999999999998889777,3.00000000000001110223,2.99999999999998889777,3.00000000000001110223,2.99999999999998889777,3.00000000000001110223,68109,88984,68109,88984,68109,88984,21.251,38.771,21.251,38.771,21.251,38.771,24.446,195.805,24.446,195.805,24.446,195.805,24.448,195.807,24.448,195.807,24.448,195.807,2.99999999999999911182,2.99999999999999911182,68109,1,10,3.000000,3.000000,68109,21.251092,24.445892,24.447939,2.99999899999995545130,2.99999899999995545130,510072,519,18,3.000000,3.000000,88984,38.771152,195.804851,195.806777,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:08:06 2023,245,neos-1601936,DONE
neos-1605061,536,6.15073529411782260468,6.15073529411748687323,523,1,523,1,183.837,43.141,183.837,43.141,3474,4111,774,0.00036,0.50000,666,0,0,0,0,3570,541,0.006546,3447,4023,775,0.00001,0.50000,666,0,0,0,0,3572,451,0.006584,0,0,12.00000000000683542112,12.00000000000000000000,12.00000000000683542112,12.00000000000000000000,12.00000000000683542112,12.00000000000000000000,12.00000000000683542112,12.00000000000000000000,12.00000000000683542112,12.00000000000000000000,12.00000000000683542112,12.00000000000000000000,371978,90699,371978,90699,371978,90699,523,1,523,1,523,1,22,17,22,17,22,17,8.37205240174987252999,10.66666666666664831098,8.37205240174987252999,10.66666666666664831098,8.37205240174987252999,10.66666666666664831098,12.00000000000320454774,11.99999999999999822364,12.00000000000320454774,11.99999999999999822364,12.00000000000320454774,11.99999999999999822364,67455,90699,67455,90699,67455,90699,40.590,42.736,40.590,42.736,40.590,42.736,183.833,43.140,183.833,43.140,183.833,43.140,183.837,43.141,183.837,43.141,183.837,43.141,12.00000000000683542112,12.00000000000683542112,371978,523,22,8.372052,12.000000,67455,40.590375,183.833012,183.837262,12.00000000000000000000,12.00000000000000000000,90699,1,17,10.666667,12.000000,90699,42.736496,43.140098,43.141309,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:13:35 2023,329,neos-1605061,DONE
neos-1605075,536,3.21446078431371073947,3.21446078431372583850,1711,1083,1711,1083,523.131,263.652,523.131,263.652,3467,4173,1022,0.00010,0.49913,659,0,0,0,0,3633,540,0.006316,3440,4085,1011,0.00003,0.49844,659,0,0,0,0,3645,440,0.006279,0,0,9.00000000000000000000,8.99999999999999644729,9.00000000000000000000,8.99999999999999644729,9.00000000000000000000,8.99999999999999644729,9.00000000000000000000,8.99999999999999644729,9.00000000000000000000,8.99999999999999644729,9.00000000000000000000,8.99999999999999644729,888877,548233,888877,548233,888877,548233,1711,1083,1711,1083,1711,1083,52,25,52,25,52,25,3.46044564484099614887,7.59999999999999609201,3.46044564484099614887,7.59999999999999609201,3.46044564484099614887,7.59999999999999609201,7.52820512820512810492,8.46363636363635762905,7.52820512820512810492,8.46363636363635762905,7.52820512820512810492,8.46363636363635762905,201710,86960,201710,86960,201710,86960,113.177,29.979,113.177,29.979,113.177,29.979,523.129,263.622,523.129,263.622,523.129,263.622,523.131,263.652,523.131,263.652,523.131,263.652,9.00000000000000000000,9.00000000000000000000,888877,1711,52,3.460446,7.528205,201710,113.176981,523.129489,523.130835,8.99999999999999644729,8.99999999999999644729,548233,1083,25,7.600000,8.463636,86960,29.979224,263.622129,263.652253,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:23:29 2023,829,neos-1605075,DONE
neos-1616732,536,100.00000000000000000000,138.78741695486863250153,1077085,1208038,1077085,1208038,6306.721,2850.698,6306.721,2850.698,1999,200,200,0.50000,0.50000,0,0,0,0,0,200,0,0.010000,1026,200,200,0.02373,0.48893,0,0,0,0,0,200,0,0.014055,0,0,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,159.00000000000000000000,53705855,56712083,53705855,56712083,53705855,56712083,1077085,1208038,1077085,1208038,1077085,1208038,19,27,19,27,19,27,137.27010464080649398966,139.17067676321974545317,137.27010464080649398966,139.17067676321974545317,137.27010464080649398966,139.17067676321974545317,139.37004613634985616955,139.65222073335965546903,139.37004613634985616955,139.65222073335965546903,139.37004613634985616955,139.65222073335965546903,2341,2299,2341,2299,2341,2299,0.872,0.946,0.872,0.946,0.872,0.946,258.685,28.054,258.685,28.054,258.685,28.054,6306.721,2850.698,6306.721,2850.698,6306.721,2850.698,159.00000000000000000000,159.00000000000000000000,53705855,1077085,19,137.270105,139.370046,2341,0.872330,258.684530,6306.721345,159.00000000000000000000,159.00000000000000000000,56712083,1208038,27,139.170677,139.652221,2299,0.945923,28.053946,2850.697743,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 23:43:53 2023,9158,neos-1616732,DONE
neos-1620770,536,0.99999999999999977796,7.00000000000000266454,242091,1229265,242091,1229265,7200.001,7200.000,7200.001,7200.000,9296,792,504,0.07143,0.07143,35,0,0,0,0,792,0,0.002620,1946,790,357,0.00004,0.48036,35,0,0,0,0,790,0,0.008256,0,0,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,9.00000000000000000000,8.00000000000000532907,8.00000000000000532907,8.00000000000000532907,8.00000000000000532907,8.00000000000000532907,8.00000000000000532907,38679754,110001277,38679754,110001277,38679754,110001277,242091,1229265,242091,1229265,242091,1229265,13,13,13,13,13,13,2.71428571428571352442,6.99999999999999733546,2.71428571428571352442,6.99999999999999733546,2.71428571428571352442,6.99999999999999733546,7.00000000000000000000,7.00000000000000000000,7.00000000000000000000,7.00000000000000000000,7.00000000000000000000,7.00000000000000000000,17961,45131,17961,45131,17961,45131,4.637,11.142,4.637,11.142,4.637,11.142,2.304,15.628,2.304,15.628,2.304,15.628,7200.001,7200.000,7200.001,7200.000,7200.001,7200.000,9.00000000000000000000,8.00000000000000532907,38679754,242091,13,2.714286,7.000000,17961,4.636761,2.304333,7200.000839,9.00000000000000000000,8.00000000000000532907,110001277,1229265,13,7.000000,7.000000,45131,11.141542,15.628155,7200.000266,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 01:11:27 2023,14402,neos-1620770,DONE
neos-1620807,536,1.00000000000000000000,4.00000000000000000000,666462,430557,666462,430557,1397.749,544.179,1397.749,544.179,1340,231,42,0.50000,0.50000,20,0,0,0,0,231,0,0.009240,405,231,40,0.50000,0.50000,20,0,0,0,0,231,0,0.020576,0,0,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,6.00000000000000000000,23868696,14947255,23868696,14947255,23868696,14947255,666462,430557,666462,430557,666462,430557,6,6,6,6,6,6,1.00000000000000000000,4.00000000000000444089,1.00000000000000000000,4.00000000000000444089,1.00000000000000000000,4.00000000000000444089,1.00000000000000000000,4.00000000000000000000,1.00000000000000000000,4.00000000000000000000,1.00000000000000000000,4.00000000000000000000,1212,1577,1212,1577,1212,1577,0.142,0.219,0.142,0.219,0.142,0.219,0.014,0.032,0.014,0.032,0.014,0.032,1397.749,544.179,1397.749,544.179,1397.749,544.179,6.00000000000000000000,6.00000000000000000000,23868696,666462,6,1.000000,1.000000,1212,0.142033,0.013687,1397.748781,6.00000000000000000000,6.00000000000000000000,14947255,430557,6,4.000000,4.000000,1577,0.219355,0.031806,544.178619,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:45:57 2023,1942,neos-1620807,DONE
neos-2294525-abba,536,156.17725062530007562600,165.57962819181170743832,221893,176837,221893,176837,7200.004,4675.963,7200.004,4675.963,11122,10842,74,0.04007,0.50000,292,0,0,0,0,10086,756,0.000664,9634,9584,90,0.00840,0.49678,292,0,0,0,0,9344,240,0.000778,0,0,321.15223190369999883842,321.15217607480411743381,321.15223190369999883842,321.15217607480411743381,321.15223190369999883842,321.15217607480411743381,305.01853015612607578078,321.12369351854835031190,305.01853015612607578078,321.12369351854835031190,305.01853015612607578078,321.12369351854835031190,10311543,7623251,10311543,7623251,10311543,7623251,221893,176837,221893,176837,221893,176837,50,31,50,31,50,31,249.13677414874837268144,251.80763626455001258364,249.13677414874837268144,251.80763626455001258364,249.13677414874837268144,251.80763626455001258364,273.26079754114732622838,279.74389497598406251200,273.26079754114732622838,279.74389497598406251200,273.26079754114732622838,279.74389497598406251200,12463,7483,12463,7483,12463,7483,14.163,9.848,14.163,9.848,14.163,9.848,443.404,4077.805,443.404,4077.805,443.404,4077.805,7200.004,4675.963,7200.004,4675.963,7200.004,4675.963,321.15223190369999883842,305.01853015612607578078,10311543,221893,50,249.136774,273.260798,12463,14.162886,443.404262,7200.003756,321.15217607480411743381,321.12369351854835031190,7623251,176837,31,251.807636,279.743895,7483,9.848158,4077.805375,4675.963384,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 00:32:07 2023,11878,neos-2294525-abba,DONE
neos-2328163-agri,536,26069.00000000000000000000,26069.00000000000000000000,29497,160827,29497,160827,1455.662,6637.203,1455.662,6637.203,1963,2236,155,0.12500,0.50000,117,0,0,0,0,2236,0,0.002903,1924,2236,180,0.12500,0.50000,78,0,0,0,0,2236,0,0.002816,0,0,27674.00000000000000000000,27674.00000000000363797881,27674.00000000000000000000,27674.00000000000363797881,27674.00000000000000000000,27674.00000000000363797881,27672.00000000000000000000,27672.00000000000000000000,27672.00000000000000000000,27672.00000000000000000000,27672.00000000000000000000,27672.00000000000000000000,7616300,43045070,7616300,43045070,7616300,43045070,29497,160827,29497,160827,29497,160827,34,35,34,35,34,35,26193.66666666665696538985,26262.09371940626078867353,26193.66666666665696538985,26262.09371940626078867353,26193.66666666665696538985,26262.09371940626078867353,27462.08333333339396631345,27466.87272727271192707121,27462.08333333339396631345,27466.87272727271192707121,27462.08333333339396631345,27466.87272727271192707121,16657,17063,16657,17063,16657,17063,4.006,4.071,4.006,4.071,4.006,4.071,669.841,6574.934,669.841,6574.934,669.841,6574.934,1455.662,6637.203,1455.662,6637.203,1455.662,6637.203,27674.00000000000000000000,27672.00000000000000000000,7616300,29497,34,26193.666667,27462.083333,16657,4.005799,669.841059,1455.661976,27674.00000000000363797881,27672.00000000000000000000,43045070,160827,35,26262.093719,27466.872727,17063,4.071284,6574.933755,6637.203070,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 23:38:22 2023,8093,neos-2328163-agri,DONE
neos-2624317-amur,536,0.00000000000000000000,0.00000000000000000000,3965,3106,3965,3106,9.917,4.371,9.917,4.371,342,524,121,0.02851,0.47315,254,0,0,0,344,180,0,0.009430,247,425,93,0.01284,0.49416,166,0,0,0,277,148,0,0.013413,0,0,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,3.52239680000000010551,111777,63461,111777,63461,111777,63461,3965,3106,3965,3106,3965,3106,10,10,10,10,10,10,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2836,2709,2836,2709,2836,2709,0.235,0.157,0.235,0.157,0.235,0.157,2.610,2.849,2.610,2.849,2.610,2.849,9.917,4.371,9.917,4.371,9.917,4.371,3.52239680000000010551,3.52239680000000010551,111777,3965,10,0.000000,0.000000,2836,0.234942,2.609859,9.917273,3.52239680000000010551,3.52239680000000010551,63461,3106,10,0.000000,0.000000,2709,0.157068,2.849012,4.370657,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:27:00 2023,14,neos-2624317-amur,DONE
neos-2652786-brda,536,0.00000000000000000000,0.00000000000000000000,1857648,408556,1857648,408556,1484.286,334.524,1484.286,334.524,342,524,110,0.02185,0.45672,254,0,0,0,288,236,0,0.009430,236,412,80,0.00370,0.47777,159,0,0,0,228,184,0,0.013997,0,0,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,4.79249960000000019278,26301792,6695068,26301792,6695068,26301792,6695068,1857648,408556,1857648,408556,1857648,408556,14,10,14,10,14,10,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2438,1488,2438,1488,2438,1488,0.188,0.103,0.188,0.103,0.188,0.103,1484.139,334.513,1484.139,334.513,1484.139,334.513,1484.286,334.524,1484.286,334.524,1484.286,334.524,4.79249960000000019278,4.79249960000000019278,26301792,1857648,14,0.000000,0.000000,2438,0.187618,1484.138666,1484.285962,4.79249960000000019278,4.79249960000000019278,6695068,408556,10,0.000000,0.000000,1488,0.102599,334.512714,334.523517,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:57:19 2023,1819,neos-2652786-brda,DONE
neos-2657525-crna,536,0.00000000000000000000,0.00000000000000000000,4818612,6096339,4818612,6096339,7200.000,7200.000,7200.000,7200.000,342,524,96,0.02406,0.46867,254,0,0,0,378,146,0,0.009430,255,435,79,0.01896,0.47274,168,0,0,0,310,125,0,0.013126,0,0,1.81074800000000002420,1.81074800000000002420,1.81074800000000002420,1.81074800000000002420,1.81074800000000002420,1.81074800000000002420,0.00000000000000101842,1.32668120000000144820,0.00000000000000101842,1.32668120000000144820,0.00000000000000101842,1.32668120000000144820,77855815,106570720,77855815,106570720,77855815,106570720,4818612,6096339,4818612,6096339,4818612,6096339,10,8,10,8,10,8,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1872,1384,1872,1384,1872,1384,0.162,0.106,0.162,0.106,0.162,0.106,4.485,3.223,4.485,3.223,4.485,3.223,7200.000,7200.000,7200.000,7200.000,7200.000,7200.000,1.81074800000000002420,0.00000000000000101842,77855815,4818612,10,0.000000,0.000000,1872,0.162049,4.484729,7200.000438,1.81074800000000002420,1.32668120000000144820,106570720,6096339,8,0.000000,0.000000,1384,0.105629,3.222668,7200.000166,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 01:30:10 2023,14407,neos-2657525-crna,DONE
neos-3024952-loue,536,22881.99999999998181010596,22881.99999999999272404239,1253477,1135715,1253477,1135715,7200.002,7200.002,7200.002,7200.002,3705,3255,420,0.05000,0.50000,105,0,0,0,3255,0,0,0.001435,3633,3218,391,0.05000,0.50000,98,0,0,0,3218,0,0,0.001360,0,0,26756.00000000000000000000,26756.00000000000000000000,26756.00000000000000000000,26756.00000000000000000000,26756.00000000000000000000,26756.00000000000000000000,26700.00000000000000000000,26716.00000000000000000000,26700.00000000000000000000,26716.00000000000000000000,26700.00000000000000000000,26716.00000000000000000000,11268271,12518389,11268271,12518389,11268271,12518389,1253477,1135715,1253477,1135715,1253477,1135715,33,32,33,32,33,32,24068.56666666667297249660,23880.16666666667151730508,24068.56666666667297249660,23880.16666666667151730508,24068.56666666667297249660,23880.16666666667151730508,25153.51811279880348592997,25143.07478906828691833653,25153.51811279880348592997,25143.07478906828691833653,25153.51811279880348592997,25143.07478906828691833653,6025,5313,6025,5313,6025,5313,2.134,1.967,2.134,1.967,2.134,1.967,152.489,163.401,152.489,163.401,152.489,163.401,7200.002,7200.002,7200.002,7200.002,7200.002,7200.002,26756.00000000000000000000,26700.00000000000000000000,11268271,1253477,33,24068.566667,25153.518113,6025,2.134237,152.488975,7200.002273,26756.00000000000000000000,26716.00000000000000000000,12518389,1135715,32,23880.166667,25143.074789,5313,1.967060,163.400933,7200.001536,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 01:32:22 2023,14406,neos-3024952-loue,DONE
neos-3045796-mogo,536,-175.00000000000000000000,-175.00000000000000000000,1,1,1,1,0.073,0.080,0.073,0.080,2226,11016,129,0.16667,0.50000,1100,0,0,0,0,11016,0,0.001812,2053,10900,230,0.06250,0.50000,1119,0,0,0,0,10900,0,0.001491,0,0,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,746,2025,746,2025,746,2025,1,1,1,1,1,1,0,0,0,0,0,0,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,-175.00000000000000000000,746,2025,746,2025,746,2025,0.000,0.000,0.000,0.000,0.000,0.000,0.054,0.039,0.054,0.039,0.054,0.039,0.073,0.080,0.073,0.080,0.073,0.080,-175.00000000000000000000,-175.00000000000000000000,746,1,0,-175.000000,-175.000000,746,0.000000,0.053625,0.072636,-175.00000000000000000000,-175.00000000000000000000,2025,1,0,-175.000000,-175.000000,2025,0.000000,0.038710,0.079862,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:35:06 2023,2,neos-3045796-mogo,DONE
neos-3046601-motu,536,184.99999999999997157829,185.00000000000000000000,4,34,4,34,0.178,0.140,0.178,0.140,563,308,172,0.00010,0.00710,272,0,0,0,17,272,19,0.008247,282,163,86,0.00010,0.00710,0,0,0,0,17,136,10,0.018187,0,0,1458.99999999999204192136,1458.99999999999909050530,1458.99999999999204192136,1458.99999999999909050530,1458.99999999999204192136,1458.99999999999909050530,1458.99999999999204192136,1458.99999999999909050530,1458.99999999999204192136,1458.99999999999909050530,1458.99999999999204192136,1458.99999999999909050530,722,731,722,731,722,731,4,34,4,34,4,34,11,12,11,12,11,12,1267.59640681263454098371,1112.62488897495813944261,1267.59640681263454098371,1112.62488897495813944261,1267.59640681263454098371,1112.62488897495813944261,1456.99999999999795363692,1454.67970064362316406914,1456.99999999999795363692,1454.67970064362316406914,1456.99999999999795363692,1454.67970064362316406914,714,514,714,514,714,514,0.177,0.113,0.177,0.113,0.177,0.113,0.174,0.100,0.174,0.100,0.174,0.100,0.178,0.140,0.178,0.140,0.178,0.140,1458.99999999999204192136,1458.99999999999204192136,722,4,11,1267.596407,1457.000000,714,0.177047,0.174294,0.177950,1458.99999999999909050530,1458.99999999999909050530,731,34,12,1112.624889,1454.679701,514,0.112913,0.099660,0.139973,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:35:06 2023,0,neos-3046601-motu,DONE
neos-3046615-murg,536,191.99999999999997157829,192.00000000000000000000,27171,23905,27171,23905,50.710,40.457,50.710,40.457,498,274,174,0.00010,0.00740,240,0,0,0,16,240,18,0.009278,249,145,87,0.00010,0.00740,0,0,0,0,16,120,9,0.020440,0,0,1599.99999999999454303179,1599.99999999999477040546,1599.99999999999454303179,1599.99999999999477040546,1599.99999999999454303179,1599.99999999999477040546,1599.88571428571503929561,1599.95849420849503985664,1599.88571428571503929561,1599.95849420849503985664,1599.88571428571503929561,1599.95849420849503985664,430749,363210,430749,363210,430749,363210,27171,23905,27171,23905,27171,23905,14,11,14,11,14,11,1314.46971994697378249839,1468.94677089448941842420,1314.46971994697378249839,1468.94677089448941842420,1314.46971994697378249839,1468.94677089448941842420,1557.10044222902479305048,1555.90149744233895034995,1557.10044222902479305048,1555.90149744233895034995,1557.10044222902479305048,1555.90149744233895034995,696,416,696,416,696,416,0.258,0.181,0.258,0.181,0.258,0.181,3.198,11.171,3.198,11.171,3.198,11.171,50.710,40.457,50.710,40.457,50.710,40.457,1599.99999999999454303179,1599.88571428571503929561,430749,27171,14,1314.469720,1557.100442,696,0.258277,3.198039,50.709570,1599.99999999999477040546,1599.95849420849503985664,363210,23905,11,1468.946771,1555.901497,416,0.181342,11.170871,40.457300,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:36:38 2023,92,neos-3046615-murg,DONE
neos-3048764-nadi,536,-3883991306.36668539047241210938,-3883988306.36668634414672851562,1,1,1,1,0.127,0.018,0.127,0.018,3186,12360,59,0.03333,0.50000,30,0,0,0,0,9390,2970,0.000555,658,2893,0,1.00000,0.00000,52,0,0,0,0,480,2413,0.004126,0,0,-3883988306.36668777465820312500,-3883988306.36668777465820312500,-3883988306.36668777465820312500,-3883988306.36668777465820312500,-3883988306.36668777465820312500,-3883988306.36668777465820312500,-3883991306.36668634414672851562,-3883988306.36668872833251953125,-3883991306.36668634414672851562,-3883988306.36668872833251953125,-3883991306.36668634414672851562,-3883988306.36668872833251953125,2172,735,2172,735,2172,735,1,1,1,1,1,1,0,0,0,0,0,0,-3883991306.36668634414672851562,-3883988306.36668872833251953125,-3883991306.36668634414672851562,-3883988306.36668872833251953125,-3883991306.36668634414672851562,-3883988306.36668872833251953125,-3883991306.36668634414672851562,-3883988306.36668872833251953125,-3883991306.36668634414672851562,-3883988306.36668872833251953125,-3883991306.36668634414672851562,-3883988306.36668872833251953125,2172,735,2172,735,2172,735,0.000,0.000,0.000,0.000,0.000,0.000,0.124,0.018,0.124,0.018,0.124,0.018,0.127,0.018,0.127,0.018,0.127,0.018,-3883988306.36668777465820312500,-3883991306.36668634414672851562,2172,1,0,-3883991306.366686,-3883991306.366686,2172,0.000000,0.123834,0.127391,-3883988306.36668777465820312500,-3883988306.36668872833251953125,735,1,0,-3883988306.366689,-3883988306.366689,735,0.000000,0.018048,0.018296,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:36:38 2023,0,neos-3048764-nadi,DONE
neos-3072252-nete,536,10593526.00000000000000000000,10593526.00000000000000000000,88743,39618,88743,39618,182.046,94.661,182.046,94.661,432,576,143,0.00008,0.06927,143,0,0,0,0,144,432,0.005192,429,570,142,0.00008,0.06927,141,0,0,0,0,143,427,0.005247,0,0,11807697.99999986216425895691,11807697.99999972619116306305,11807697.99999986216425895691,11807697.99999972619116306305,11807697.99999986216425895691,11807697.99999972619116306305,11806520.68020571582019329071,11806533.00663787312805652618,11806520.68020571582019329071,11806533.00663787312805652618,11806520.68020571582019329071,11806533.00663787312805652618,1534500,693592,1534500,693592,1534500,693592,88743,39618,88743,39618,88743,39618,44,51,44,51,44,51,10828175.85771541669964790344,10829871.53127164766192436218,10828175.85771541669964790344,10829871.53127164766192436218,10828175.85771541669964790344,10829871.53127164766192436218,11451294.63934529013931751251,11492794.30849937163293361664,11451294.63934529013931751251,11492794.30849937163293361664,11451294.63934529013931751251,11492794.30849937163293361664,3129,3501,3129,3501,3129,3501,0.572,0.674,0.572,0.674,0.572,0.674,6.987,6.980,6.987,6.980,6.987,6.980,182.046,94.661,182.046,94.661,182.046,94.661,11807697.99999986216425895691,11806520.68020571582019329071,1534500,88743,44,10828175.857715,11451294.639345,3129,0.572083,6.986629,182.045537,11807697.99999972619116306305,11806533.00663787312805652618,693592,39618,51,10829871.531272,11492794.308499,3501,0.673895,6.979704,94.660529,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 21:41:15 2023,277,neos-3072252-nete,DONE
